Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification
S0002738,C0002738,Samsung Electronics,Semiconductors,Malaysia,Asia-Pacific,1,Electronics,54.76,61.6,54.61,48.08,0.7882,1045.63,0.68,0.31,0,0,14,6684,0.87,0.024,65.6,0.65,90.81,0.31,67.57,2,2882.0,Moderate
S0005618,C0005618,Tata Steel,Steel Billets,India,Asia-Pacific,3,Metals,59.73,64.27,56.89,58.04,0.9346,780.21,0.39,0.17,2,1,46,29918,0.86,0.009,70.77,1.2,65.56,0.4,64.14,1,10268.0,Moderate
S0003976,C0003976,Cargill,Corn,Indonesia,Asia-Pacific,3,Agriculture,63.81,63.84,59.63,67.97,0.7445,576.62,0.47,0.49,3,0,8,39522,0.96,0.031,95.82,0.92,58.1,0.21,78.91,1,1434.0,Moderate
S0000485,C0000485,Bunge Limited,Sunflower Seeds,USA,North America,2,Agriculture,63.62,36.87,64.77,89.23,0.4078,1368.02,0.76,0.65,1,1,47,23994,0.93,0.036,67.69,1.13,79.32,0.24,58.8,0,8361.0,Moderate
S0000509,C0000509,Wilmar International,Sugar,USA,North America,3,Agriculture,61.38,67.13,67.55,49.46,0.4477,153.68,0.69,0.69,3,0,10,34035,0.87,0.006,48.95,1.4,78.82,0.14,56.98,1,1279.0,Moderate
S0005626,C0005626,Bunge Limited,Sunflower Seeds,Malaysia,Asia-Pacific,2,Agriculture,71.26,73.55,62.56,77.68,0.2246,922.99,0.5,0.19,2,1,39,16491,0.81,0.02,99.67,1.18,81.4,0.54,55.48,0,6067.0,Low
S0003258,C0003258,Syngenta,Seeds,Indonesia,Asia-Pacific,1,Agriculture,41.15,45.86,43.49,34.11,0.8214,767.79,0.55,0.36,2,1,14,36888,0.96,0.028,85.54,2.04,66.34,0.71,67.88,2,4452.0,Moderate
S0007728,C0007728,Foxconn,Printed Circuit Boards,Japan,Asia-Pacific,3,Electronics,59.96,52.33,54.47,73.08,0.0229,775.83,0.89,0.31,0,0,35,41638,0.88,0.031,63.86,0.47,74.69,0.78,80.73,3,10375.0,Moderate
S0002228,C0002228,Foxconn,Printed Circuit Boards,Brazil,South America,2,Electronics,64.08,69.27,49.1,73.86,0.4809,123.09,0.6,0.44,2,1,11,30758,0.9,0.026,55.17,0.26,76.54,0.53,68.12,0,8253.0,Moderate
S0002034,C0002034,Wilmar International,Palm Oil,Indonesia,Asia-Pacific,2,Agriculture,69.18,77.08,69.82,60.64,0.959,1228.15,0.46,0.32,0,1,8,3189,0.99,0.047,100.0,0.72,87.1,0.5,78.44,1,1201.0,Low
S0008902,C0008902,Olam International,Cashew Nuts,India,Asia-Pacific,2,Agriculture,60.24,27.66,71.55,81.52,0.1391,85.32,0.69,0.18,3,0,42,37606,0.91,0.032,55.43,0.85,79.81,0.47,70.26,1,3118.0,Moderate
S0001152,C0001152,Olam International,Spices,India,Asia-Pacific,1,Agriculture,52.74,65.45,47.32,45.46,0.3691,1499.5,0.48,0.73,1,0,30,46286,0.89,0.0,94.2,0.88,47.26,0.72,66.2,1,765.0,Moderate
S0008804,C0008804,Tata Steel,Steel Billets,China,Asia-Pacific,3,Metals,53.69,28.04,100.0,33.02,0.5865,1148.98,0.61,0.61,3,0,45,43383,0.89,0.009,52.64,0.84,66.27,0.52,51.39,1,10371.0,Moderate
S0001213,C0001213,Sime Darby Plantation,Palm Oil,India,Asia-Pacific,1,Agriculture,76.72,77.72,76.76,75.69,0.9047,192.72,0.69,0.43,0,1,48,36462,0.89,0.048,62.53,1.15,62.94,0.1,66.37,0,7698.0,Low
S0005361,C0005361,Foxconn,Electronic Components,Malaysia,Asia-Pacific,2,Electronics,54.98,53.1,55.68,56.15,0.6145,561.12,0.32,0.41,3,1,7,29632,0.93,0.034,75.86,0.98,65.57,0.75,72.94,2,9999.0,Moderate
S0004070,C0004070,Sime Darby Plantation,Palm Oil,China,Asia-Pacific,3,Agriculture,56.9,55.24,58.21,57.26,0.0388,117.65,0.88,0.42,3,1,38,26714,0.92,0.057,100.0,0.93,63.36,0.41,57.11,0,7650.0,Moderate
S0009256,C0009256,Tata Steel,Iron Ore,Malaysia,Asia-Pacific,2,Metals,71.0,77.11,56.46,79.43,0.2915,1302.19,0.5,0.27,3,1,19,49898,0.91,0.036,67.86,1.07,100.0,0.72,90.97,0,2399.0,Low
S0000301,C0000301,Cargill,Cocoa,India,Asia-Pacific,2,Agriculture,52.42,38.5,69.29,49.48,0.243,766.84,0.68,0.48,1,0,24,46871,0.87,0.043,70.03,1.16,60.64,0.29,75.66,2,2415.0,Moderate
S0007801,C0007801,Bunge Limited,Canola,China,Asia-Pacific,1,Agriculture,62.68,62.98,70.7,54.36,0.6703,178.34,0.56,0.36,0,0,13,43454,0.92,0.026,36.0,0.94,83.67,0.38,74.18,0,2381.0,Moderate
S0007656,C0007656,Nestlé,Milk Powder,Japan,Asia-Pacific,3,Food & Beverage,54.63,32.26,76.56,55.07,0.419,915.19,0.45,0.45,1,0,30,8828,0.94,0.027,72.76,0.88,68.0,0.48,69.96,1,5257.0,Moderate
S0006465,C0006465,Yara International,Ammonia,Japan,Asia-Pacific,2,Chemicals,66.75,66.17,54.88,79.21,0.7299,112.52,0.5,0.44,2,1,30,45147,0.86,0.03,98.88,0.82,68.91,0.29,64.03,1,7527.0,Low
S0002057,C0002057,Yara International,Fertilizers,Brazil,South America,1,Chemicals,38.39,42.03,38.22,34.91,0.217,253.57,0.68,0.31,3,1,16,10508,0.89,0.012,76.32,0.43,63.66,0.6,74.58,1,8793.0,High
S9000102,C9000102,Cargill,Corn,Indonesia,Asia-Pacific,3,Agriculture,76.39,79.45,83.4,66.32,0.4154,945.08,0.62,0.44,1,0,37,30347,0.93,0.018,100.0,1.01,58.69,0.56,69.81,1,8304.0,Low
S0000856,C0000856,Sime Darby Plantation,Palm Fruits,Indonesia,Asia-Pacific,2,Agriculture,54.93,66.36,67.97,30.45,0.0553,1420.77,0.45,0.6,0,1,34,27908,0.92,0.056,100.0,0.86,100.0,0.34,70.29,1,2854.0,Moderate
S0002332,C0002332,Louis Dreyfus Company,Wheat,Japan,Asia-Pacific,3,Agriculture,57.96,78.62,55.73,39.54,0.6447,474.94,0.74,0.43,1,1,40,48875,0.85,0.029,66.81,0.82,85.26,0.69,64.24,2,3034.0,Moderate
S0002443,C0002443,Archer Daniels Midland,Soybeans,Brazil,South America,2,Agriculture,78.46,63.39,79.93,92.05,0.1306,849.43,0.42,0.22,0,1,26,39058,0.85,0.025,52.35,1.99,68.1,0.34,71.26,1,4329.0,Low
S0004467,C0004467,Sime Darby Plantation,Palm Kernel,Brazil,South America,2,Agriculture,37.37,39.42,36.06,36.63,0.1543,69.54,0.32,0.26,2,0,47,3918,0.96,0.001,68.15,0.73,72.16,0.4,85.1,0,3543.0,High
S0008320,C0008320,Yara International,Ammonia,USA,North America,2,Chemicals,63.14,27.19,91.88,70.36,0.3384,721.08,0.79,0.36,1,1,33,41132,0.93,0.002,83.04,0.96,44.25,0.32,55.27,0,6609.0,Moderate
S0009598,C0009598,Samsung Electronics,LCD Panels,Malaysia,Asia-Pacific,3,Electronics,66.71,82.37,51.89,65.88,0.4213,933.3,0.45,0.33,1,1,37,47840,0.88,0.03,76.13,1.25,84.18,0.9,80.71,1,136.0,Low
S0005699,C0005699,Foxconn,Printed Circuit Boards,USA,North America,3,Electronics,62.58,57.89,50.5,75.44,0.5415,659.11,0.65,0.41,3,0,27,20449,0.87,0.01,79.24,0.81,72.78,0.87,88.25,2,3444.0,Moderate
S0000222,C0000222,Sime Darby Plantation,Palm Kernel,Brazil,South America,1,Agriculture,78.29,72.65,76.18,86.03,0.1948,87.25,0.53,0.05,2,1,22,42408,0.95,0.035,64.08,0.9,100.0,0.53,62.29,0,989.0,Low
S0008362,C0008362,Archer Daniels Midland,Soybeans,Indonesia,Asia-Pacific,3,Agriculture,79.5,100.0,85.29,53.22,0.01,771.3,0.64,0.74,2,0,35,33920,0.95,0.02,84.34,1.24,97.95,0.76,70.39,1,5160.0,Low
S0005581,C0005581,Foxconn,Electronic Components,India,Asia-Pacific,2,Electronics,81.63,75.53,83.04,86.33,0.16,902.2,0.39,0.34,1,1,25,48730,0.89,0.034,79.61,0.76,93.27,0.54,69.44,1,2749.0,Low
S0004340,C0004340,Syngenta,Crop Protection Chemicals,Japan,Asia-Pacific,1,Chemicals,62.58,59.34,82.74,50.05,0.5628,319.46,0.43,0.57,3,0,18,20869,0.89,0.054,100.0,1.62,81.04,0.79,58.65,3,8559.0,Moderate
S0005139,C0005139,Bunge Limited,Sunflower Seeds,Japan,Asia-Pacific,1,Agriculture,55.79,58.03,50.43,58.9,0.5896,1213.77,0.42,0.62,2,1,34,39335,0.94,0.018,73.33,1.15,85.44,0.73,82.46,1,10539.0,Moderate
S0002893,C0002893,Samsung Electronics,Semiconductors,India,Asia-Pacific,2,Electronics,66.38,54.35,67.13,77.66,0.7708,535.28,0.58,0.15,0,0,41,2631,0.91,0.008,49.48,1.3,64.81,0.45,77.96,0,8089.0,Low
S0009407,C0009407,Tata Steel,Iron Ore,Malaysia,Asia-Pacific,2,Metals,45.35,25.06,53.73,57.25,0.6694,319.61,0.53,0.7,0,0,25,34569,0.86,0.012,59.96,1.75,83.92,0.65,66.57,3,480.0,Moderate
S0006619,C0006619,Tata Steel,Iron Ore,India,Asia-Pacific,3,Metals,58.59,51.17,55.86,68.74,0.1925,420.12,0.76,0.23,3,0,31,41965,0.9,0.05,62.03,1.53,67.74,0.6,80.72,1,4970.0,Moderate
S0005332,C0005332,Sime Darby Plantation,Palm Kernel,Malaysia,Asia-Pacific,1,Agriculture,65.21,67.47,64.02,64.13,0.565,179.49,0.51,0.51,0,0,32,34366,0.88,0.026,100.0,1.21,71.94,0.36,70.4,2,9785.0,Moderate
S0009689,C0009689,Syngenta,Seeds,Indonesia,Asia-Pacific,3,Agriculture,62.79,47.68,69.38,71.3,0.2058,1023.86,0.72,0.39,1,0,24,18414,0.86,0.032,78.86,1.47,54.49,0.69,46.19,2,473.0,Moderate
S0002471,C0002471,Louis Dreyfus Company,Soybeans,Brazil,South America,1,Agriculture,61.48,54.75,60.68,69.0,0.1599,1073.03,0.66,0.12,3,0,27,29230,0.94,0.019,53.77,0.64,92.27,0.32,67.89,1,6573.0,Moderate
S0007126,C0007126,Olam International,Spices,Malaysia,Asia-Pacific,3,Agriculture,51.0,60.105000000000004,57.54,45.18,0.966,487.43,0.43,0.65,3,1,49,27902,0.92,0.05,64.93,1.04,61.47,0.62,81.05,1,10202.0,Moderate
S0002697,C0002697,Cargill,Cocoa,Malaysia,Asia-Pacific,2,Agriculture,65.26,62.9,69.33,63.55,0.1332,828.08,0.6,0.35,3,1,23,4721,0.84,0.021,93.92,0.93,83.94,0.13,53.54,0,7681.0,Low
S0009876,C0009876,Syngenta,Seeds,India,Asia-Pacific,2,Agriculture,74.17,68.97,55.72,97.81,0.1095,912.54,0.81,0.37,2,1,18,49262,0.95,0.017,71.01,0.86,75.33,0.55,56.8,0,1854.0,Low
S0004126,C0004126,Samsung Electronics,Semiconductors,Malaysia,Asia-Pacific,2,Electronics,57.35,60.105000000000004,50.49,69.65,0.6138,274.93,0.53,0.47,1,1,19,47441,0.88,0.0,80.18,1.47,62.46,0.29,79.71,1,7042.0,Moderate
S0008096,C0008096,Olam International,Cashew Nuts,USA,North America,2,Agriculture,61.6,83.81,25.123750000000005,80.95,0.0379,834.26,0.61,0.24,3,0,49,17796,0.96,0.03,81.1,0.96,84.68,0.23,69.28,2,4368.0,Moderate
S0001141,C0001141,Foxconn,Printed Circuit Boards,India,Asia-Pacific,1,Electronics,65.88,84.48,64.33,63.1,0.7032,1377.22,0.36,0.27,1,1,9,35528,0.95,0.024,67.31,0.99,69.74,0.18,75.03,1,6381.0,Low
S0005850,C0005850,Wilmar International,Palm Oil,Malaysia,Asia-Pacific,2,Agriculture,46.6,35.72,70.3,33.77,0.0712,628.13,0.69,0.17,0,1,29,21642,0.91,0.027,31.17,1.43,81.14,0.5,59.7,1,8895.0,Moderate
S0005168,C0005168,Syngenta,Seeds,Brazil,South America,1,Agriculture,44.06,27.6,50.78,53.81,0.872,730.83,0.20000000000000007,0.46,3,0,27,11492,0.98,0.018,84.96,1.27,100.0,0.72,72.82,1,10973.0,Moderate
S0005664,C0005664,Nestlé,Milk Powder,Malaysia,Asia-Pacific,2,Food & Beverage,60.32,37.15,69.92,73.9,0.6787,1349.04,0.73,0.71,3,1,42,21109,0.94,0.046,52.23,1.09,81.31,0.54,97.95,1,206.0,Moderate
S0006374,C0006374,Yara International,Fertilizers,Indonesia,Asia-Pacific,1,Chemicals,79.68,83.87,78.39,76.77,0.3566,257.59,0.46,0.3,1,1,14,18404,0.94,0.042,86.31,0.92,47.54,0.62,69.92,2,11579.0,Moderate
S0000567,C0000567,Tata Steel,Iron Ore,China,Asia-Pacific,2,Metals,54.93,71.69,54.76,38.33,0.2032,780.21,0.6,0.26,0,0,42,32428,0.94,0.0,98.6,1.4,78.16,0.79,66.14,1,5470.0,Moderate
S0008676,C0008676,Syngenta,Crop Protection Chemicals,China,Asia-Pacific,3,Chemicals,67.44,73.01,73.21,56.11,0.6178,748.17,0.72,0.45,0,0,26,33412,0.89,0.025,74.74,0.61,52.34,0.59,77.97,1,1692.0,Low
S0003905,C0003905,Bunge Limited,Canola,India,Asia-Pacific,3,Agriculture,63.01,60.69,67.45,60.88,0.8284,311.0,0.4,0.37,1,1,12,2203,0.9,0.021,81.46,1.25,40.06,0.22,69.31,0,2719.0,Moderate
S0006923,C0006923,Yara International,Fertilizers,India,Asia-Pacific,2,Chemicals,71.09,69.16,78.04,66.07,0.6976,247.85,0.58,0.53,2,1,35,7801,0.91,0.004,83.58,0.94,73.73,0.87,70.65,1,6067.0,Low
S0009720,C0009720,Syngenta,Seeds,Malaysia,Asia-Pacific,2,Agriculture,49.17,39.83,72.58,35.09,0.6923,1083.49,0.45,0.18,2,1,23,2015,0.93,0.039,80.36,0.98,74.38,0.5,58.67,1,1040.0,Moderate
S0005068,C0005068,Samsung Electronics,Semiconductors,Japan,Asia-Pacific,2,Electronics,69.25,67.74,86.26,53.76,0.4651,155.08,0.66,0.35,1,0,46,29958,0.95,0.034,91.77,0.55,66.11,0.12,76.4,1,6484.0,Low
S0003560,C0003560,Yara International,Ammonia,India,Asia-Pacific,1,Chemicals,56.96,49.24,81.68,39.96,0.6622,1063.27,0.8,0.16,3,0,47,35284,0.99,0.002,44.96,1.07,69.33,0.47,53.91,1,8941.0,Moderate
S0000830,C0000830,Nestlé,Cocoa,USA,North America,2,Agriculture,48.85,50.98,30.9,64.66,0.2645,1139.0,0.47,0.03,3,0,45,45643,0.98,0.019,74.82,1.24,97.68,0.61,68.15,0,5936.0,Moderate
S0005523,C0005523,Samsung Electronics,LCD Panels,Japan,Asia-Pacific,1,Electronics,54.69,57.18,50.95,55.95,0.79,325.52,0.65,0.25,3,1,42,44444,0.86,0.03,29.15,1.43,85.59,0.12,75.23,2,8925.0,Moderate
S0006757,C0006757,Yara International,Fertilizers,USA,North America,3,Chemicals,55.21,33.34,62.52,69.76,0.3854,838.28,0.46,0.2,1,1,37,14796,0.95,0.034,55.28,0.86,86.32,0.35,76.52,1,6478.0,Moderate
S0009323,C0009323,Syngenta,Crop Protection Chemicals,India,Asia-Pacific,2,Chemicals,85.71,82.98,79.31,94.83,0.634,1059.37,0.49,0.39,2,0,16,36553,0.79,0.026,69.07,0.5,73.39,0.87,56.34,0,2672.0,Low
S0009211,C0009211,Archer Daniels Midland,Soybeans,China,Asia-Pacific,3,Agriculture,74.46,73.42,84.36,65.6,0.7024,1381.64,0.9,0.08,2,0,22,4525,0.9,0.042,93.76,1.62,70.98,0.84,83.05,0,3049.0,Low
S0006525,C0006525,Olam International,Cocoa,China,Asia-Pacific,3,Agriculture,64.41,64.24,49.84,79.15,0.7964,1206.24,0.51,0.53,0,0,43,42160,0.85,0.055,38.55,0.55,58.69,0.16,75.4,2,9624.0,Moderate
S0001887,C0001887,Olam International,Cashew Nuts,USA,North America,3,Agriculture,78.66,62.0,93.2,80.77,0.9511,588.75,0.78,0.22,1,1,48,37420,0.87,0.03,35.22,0.8,86.89,0.23,63.95,2,2603.0,Moderate
S0004788,C0004788,Foxconn,Electronic Components,Japan,Asia-Pacific,1,Electronics,52.06,80.37,59.4,20.020000000000003,0.3733,708.75,0.55,0.54,2,0,19,36908,0.9,0.032,66.89,1.08,100.0,0.17,65.77,2,10823.0,Moderate
S0000639,C0000639,Cargill,Corn,USA,North America,2,Agriculture,65.95,65.92,56.39,75.53,0.9957,161.1,0.51,0.68,2,1,45,40628,0.89,0.04,84.92,0.75,44.2,0.58,70.39,2,9415.0,Moderate
S0009271,C0009271,Yara International,Fertilizers,Indonesia,Asia-Pacific,3,Chemicals,71.39,84.03,59.06,71.08,0.2304,907.37,0.65,0.4,3,1,28,45697,0.9,0.027,51.28,0.91,89.25,0.41,70.31,1,7380.0,Low
S0003691,C0003691,Yara International,Fertilizers,Brazil,South America,3,Chemicals,60.67,54.13,68.89,58.99,0.1756,1203.93,0.75,0.31,0,1,48,16597,0.84,0.001,88.66,0.86,56.74,0.22,60.3,1,3078.0,Moderate
S0001291,C0001291,Wilmar International,Sugar,Malaysia,Asia-Pacific,3,Agriculture,63.83,45.62,80.43,65.45,0.796,450.03,0.81,0.92,1,1,28,49081,0.92,0.043,83.87,0.43,83.79,0.25,74.88,0,5970.0,Moderate
S0008812,C0008812,Cargill,Cocoa,Malaysia,Asia-Pacific,3,Agriculture,66.21,75.25,58.79,64.58,0.1751,623.12,0.62,0.33,3,1,6,25069,0.91,0.044,82.9,0.5,73.09,0.35,55.84,0,11096.0,Low
S0002597,C0002597,Bunge Limited,Soybeans,China,Asia-Pacific,1,Agriculture,65.31,79.32,64.89,51.71,0.6857,675.01,0.67,0.57,3,0,34,12936,0.91,0.038,73.57,0.85,82.48,0.65,90.05,0,2171.0,Low
S0007765,C0007765,Bunge Limited,Sunflower Seeds,India,Asia-Pacific,2,Agriculture,64.5,100.0,41.62,51.89,0.4804,637.65,0.6,0.15,2,0,45,29621,0.95,0.013,61.08,1.52,78.16,0.32,90.48,0,5633.0,Moderate
S0005373,C0005373,Samsung Electronics,LCD Panels,Malaysia,Asia-Pacific,1,Electronics,54.75,57.96,58.22,48.06,0.3108,549.31,0.77,0.62,3,1,18,49081,0.91,0.012,68.46,0.75,97.33,0.83,81.91,2,5387.0,Moderate
S0005321,C0005321,Nestlé,Coffee Beans,Japan,Asia-Pacific,1,Food & Beverage,56.93,70.44,63.2,37.14,0.4265,1279.89,0.75,0.47,2,0,40,23854,0.85,0.021,43.57,1.11,69.01,0.55,70.74,3,8644.0,Moderate
S0005608,C0005608,Louis Dreyfus Company,Rice,USA,North America,3,Agriculture,73.73,72.17,67.93,81.1,0.0709,1257.29,0.43,0.32,1,0,26,7365,0.78,0.062,68.03,1.56,56.92,0.19,86.26,0,10508.0,Low
S0001486,C0001486,Sime Darby Plantation,Palm Oil,Brazil,South America,2,Agriculture,63.55,81.31,42.3,67.04,0.8231,112.2,0.61,0.21,1,0,11,44098,0.98,0.039,83.84,0.81,74.98,0.71,77.53,1,1790.0,Moderate
S0004231,C0004231,Bunge Limited,Sunflower Seeds,Brazil,South America,3,Agriculture,68.91,60.37,87.95,58.41,0.019,177.2,0.61,0.38,3,1,46,30693,0.97,0.012,54.3,0.66,75.21,0.59,82.05,1,11100.0,Low
S0006351,C0006351,Yara International,Fertilizers,USA,North America,1,Chemicals,60.05,64.42,59.02,56.71,0.5111,1360.91,0.43,0.54,0,0,5,46309,0.93,0.0,78.12,0.89,70.36,0.45,71.2,1,4103.0,Moderate
S0004319,C0004319,Syngenta,Seeds,Japan,Asia-Pacific,1,Agriculture,59.89,65.52,51.15,62.99,0.9603,1161.05,0.69,0.54,0,0,44,34948,0.99,0.037,68.14,1.22,66.64,0.39,62.05,1,9918.0,Moderate
S0004761,C0004761,Tata Steel,Iron Ore,India,Asia-Pacific,1,Metals,56.66,24.97,66.33,78.67,0.3854,870.1,0.74,0.31,2,1,9,25598,0.92,0.03,62.19,1.33,100.0,0.58,89.53,0,8481.0,Moderate
S0009946,C0009946,Tata Steel,Steel Billets,USA,North America,2,Metals,48.35,13.076250000000009,67.58,68.79,0.7992,534.76,0.63,0.12,3,0,11,43990,0.87,0.045,66.64,1.25,90.28,0.67,80.85,2,9715.0,Moderate
S0005884,C0005884,Yara International,Fertilizers,Brazil,South America,2,Chemicals,59.72,29.61,78.35,71.19,0.1591,139.36,0.8,0.21,1,0,17,3328,0.97,0.0,29.39,0.41,82.2,0.31,51.89,0,9294.0,Moderate
S0007351,C0007351,Archer Daniels Midland,Corn,China,Asia-Pacific,3,Agriculture,85.54,75.65,98.45,82.53,0.5844,417.64,0.55,0.69,0,0,34,19058,0.9,0.024,86.1,0.94,70.88,0.81,73.13,0,11647.0,Low
S0003326,C0003326,Foxconn,Printed Circuit Boards,USA,North America,3,Electronics,72.03,95.1,50.51,70.48,0.6499,1366.04,0.48,0.15,3,1,27,38684,0.93,0.042,92.15,0.88,73.63,0.13,79.74,2,2637.0,Moderate
S0008064,C0008064,Samsung Electronics,Semiconductors,Brazil,South America,2,Electronics,67.95,96.1,25.123750000000005,63.1,0.9348,1476.39,0.58,0.32,1,0,31,14170,0.94,0.034,75.22,1.02,84.15,0.24,69.86,1,11908.0,Low
S0000874,C0000874,Wilmar International,Palm Oil,Indonesia,Asia-Pacific,1,Agriculture,55.28,59.65,48.98,57.2,0.9641,1422.85,0.78,0.12,2,0,49,10196,0.97,0.032,85.63,1.33,88.93,0.83,70.27,1,8181.0,Moderate
S0004473,C0004473,Wilmar International,Sugar,USA,North America,1,Agriculture,56.17,57.49,29.34,81.69,0.4328,223.83,0.74,0.53,1,0,48,40777,0.95,0.021,90.16,0.91,81.12,0.33,71.23,0,10022.0,Moderate
S0006513,C0006513,Cargill,Corn,Japan,Asia-Pacific,3,Agriculture,37.364999999999995,38.54,25.8,40.17,0.3861,661.37,0.52,0.18,1,0,32,25753,0.96,0.052,40.92,1.2,81.43,0.58,94.35,0,1424.0,High
S0002105,C0002105,Cargill,Soybeans,Indonesia,Asia-Pacific,2,Agriculture,60.84,40.1,68.43,73.99,0.6666,700.18,0.53,0.33,2,0,27,2556,0.89,0.05,68.54,1.31,67.92,0.66,74.04,0,4181.0,Moderate
S0005929,C0005929,Archer Daniels Midland,Soybeans,India,Asia-Pacific,2,Agriculture,60.44,43.72,79.16,58.44,0.8864,370.54,0.78,0.49,2,0,32,44651,0.91,0.013,63.16,0.2,99.64,0.5,49.28,1,11286.0,Moderate
S0009815,C0009815,Yara International,Ammonia,Malaysia,Asia-Pacific,1,Chemicals,61.54,65.66,73.93,45.03,0.4334,780.21,0.67,0.6,0,0,5,35227,0.99,0.015,61.21,1.31,66.83,0.26,53.41,3,3327.0,Moderate
S0008952,C0008952,Sime Darby Plantation,Palm Fruits,USA,North America,1,Agriculture,77.2,78.56,75.96,77.09,0.6721,1014.59,0.49,0.53,3,1,44,30714,0.86,0.021,76.46,0.85,86.48,0.24,94.29,0,11145.0,Low
S0001449,C0001449,Cargill,Soybeans,India,Asia-Pacific,2,Agriculture,55.25,40.62,69.03,56.11,0.2245,158.56,0.59,0.62,0,0,41,49062,0.88,0.047,61.86,1.05,100.0,0.29,81.6,1,11450.0,Moderate
S0000682,C0000682,Yara International,Ammonia,Brazil,South America,1,Chemicals,63.9,59.68,59.98,72.05,0.0486,1279.3,0.64,0.61,2,0,44,17920,0.96,0.035,75.83,1.09,82.34,0.9,70.66,0,8717.0,Moderate
S0007125,C0007125,Sime Darby Plantation,Palm Oil,Brazil,South America,3,Agriculture,84.34,95.25,72.51,85.26,0.8009,1038.0,0.56,0.61,0,1,9,14131,0.8,0.021,87.2,0.42,62.69,0.89,62.79,2,5134.0,Moderate
S0006450,C0006450,Olam International,Spices,Brazil,South America,2,Agriculture,60.35,85.2,59.16,36.69,0.5313,146.32,0.56,0.45,1,1,9,32604,0.81,0.042,57.54,1.0,67.83,0.33,78.99,1,3290.0,Moderate
S0004049,C0004049,Samsung Electronics,Semiconductors,Indonesia,Asia-Pacific,2,Electronics,65.02,69.57,65.15,60.35,0.1862,931.91,0.81,0.08,3,0,34,5533,0.95,0.017,75.48,1.32,79.04,0.48,77.89,0,4968.0,Low
S0002742,C0002742,Sime Darby Plantation,Palm Oil,Brazil,South America,2,Agriculture,59.45,50.7,68.34,59.32,0.142,202.37,0.32,0.03,3,0,41,33430,0.83,0.029,53.28,1.62,54.95,0.55,84.74,1,8206.0,Moderate
S0007743,C0007743,Olam International,Spices,Brazil,South America,1,Agriculture,56.04,68.76,45.89,53.48,0.8576,701.15,0.79,0.0,0,0,13,18683,0.89,0.019,54.12,0.74,74.69,0.32,63.65,1,6067.0,Moderate
S0004249,C0004249,Yara International,Fertilizers,Brazil,South America,1,Chemicals,86.3,85.17,96.1,77.62,0.1914,1234.74,0.54,0.43,3,0,50,40461,0.93,0.009,85.3,1.17,63.79,0.51,56.17,2,2358.0,Moderate
S0003296,C0003296,Archer Daniels Midland,Wheat,Malaysia,Asia-Pacific,1,Agriculture,66.61,70.97,65.62,63.24,0.6791,1229.96,0.64,0.3,0,0,19,42978,0.98,0.035,84.95,1.03,64.59,0.85,74.26,0,5337.0,Low
S0008656,C0008656,Foxconn,Printed Circuit Boards,Brazil,South America,3,Electronics,60.59,67.15,56.29,58.34,0.5548,645.73,0.79,0.36,1,1,48,14174,0.98,0.004,76.54,1.34,87.29,0.41,85.88,0,6067.0,Moderate
S0008711,C0008711,Samsung Electronics,Semiconductors,Brazil,South America,2,Electronics,66.4,54.36,51.67,93.18,0.3324,260.01,0.65,0.38,0,1,31,24614,0.87,0.0,52.0,1.54,100.0,0.66,81.31,2,10288.0,Moderate
S0005859,C0005859,Foxconn,Electronic Components,Japan,Asia-Pacific,2,Electronics,61.07,73.64,81.34,28.23,0.6642,855.33,0.37,0.47,2,0,36,20649,0.89,0.045,96.43,1.27,74.47,0.11,89.95,1,449.0,Moderate
S0002831,C0002831,Samsung Electronics,Semiconductors,Brazil,South America,2,Electronics,68.51,48.67,80.65,76.2,0.4216,180.22,0.57,0.44,0,1,34,38320,0.83,0.044,84.03,1.07,77.86,0.4,76.73,0,819.0,Low
S0000256,C0000256,Yara International,Ammonia,USA,North America,3,Chemicals,63.77,74.59,52.15,64.56,0.3836,649.6,0.54,0.38,2,1,6,24640,0.88,0.012,62.0,1.11,74.33,0.72,72.19,0,5477.0,Moderate
S0003406,C0003406,Samsung Electronics,LCD Panels,India,Asia-Pacific,2,Electronics,56.81,75.92,46.21,48.31,0.5756,1130.71,0.62,0.07,3,1,47,26838,0.89,0.0,70.75,0.5,83.37,0.58,71.94,0,3461.0,Moderate
S0000517,C0000517,Sime Darby Plantation,Palm Kernel,Brazil,South America,2,Agriculture,57.19,43.7,52.83,75.05,0.1554,1457.74,0.62,0.52,1,1,36,25376,0.84,0.038,56.8,0.59,67.42,0.44,67.94,2,6788.0,Moderate
S0006454,C0006454,Cargill,Corn,Indonesia,Asia-Pacific,1,Agriculture,58.21,66.72,63.95,43.95,0.5913,1086.23,0.77,0.56,1,0,17,34712,0.94,0.036,96.79,1.03,77.9,0.85,62.7,1,11858.0,Moderate
