SC_ID,Year,Month,Country,Region,Industry_Sector,Supplier_Tier,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification
SC0019266,2020.5217829459225,FEB,INDONESIA,EAP,Agriculture & Agribusiness,1,86.4193728674003,80.94045697591535,85.07130930050046,93.79366666746667,0.01345968216550078,0.3063891859452095,1.4076563954590697,4.597462519774542,294.77082792526136,0.6709655039141085,0.6285248062145736,3,1,BRCGS,25.282674418883722,10547.231240922727,0.9102158139467907,0.025869302324465118,0.0,83.81114457388806,0.19857755809962796,49.9610426363938,9333.57,0.8659857752257054,1.0643627519090544,63920.1394568488,11091.047248354946,2691.060465373023,Low
SC0019267,2021.3388011699271,FEB,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,"Consumer Goods, Retail & Logistics",1,88.35226578653631,86.33595730456473,94.89765438089768,82.47319181511311,0.13441293857882658,2.034548362217114,0.9319684211737607,3.679066373801313,118.6237760349058,0.766119268910627,0.835003830245496,3,1,BRCGS,31.710409359416904,14958.949301380839,0.8765028362677405,0.025141959052551045,0.0,82.17771433390858,0.5423223976601458,53.89889474108163,17544.64,1.175759619888761,1.2880038302454961,36242.77002809745,18504.107018411953,3742.2851462984254,Low
SC0019268,2021.8931152939308,SEP,INDONESIA,EAP,Food & Beverage Processing,1,90.41518900723229,87.88201445646013,90.1691942312234,87.51038037645377,0.12286179632500788,1.34214705504544,0.677272425400699,1.4112394832913886,144.24948572241502,0.5482097402230695,0.5104275388242772,3,1,BRCGS,21.264130823641565,5362.991705422943,0.9673144922351445,0.014748192942484924,0.0,78.70858040490627,0.3462054748350812,66.7188173632348,20121.99,0.7866876404588495,1.0330975237820148,65187.75826936702,7732.749853238641,2446.065526468381,Low
SC0019269,2024.9903188204003,JAN,BURUNDI,SSA,Agriculture & Agribusiness,2,92.7240093254074,98.85556667826985,87.05763976775731,91.98896674788902,0.08564122865456397,0.734434816669339,0.13631496760026685,0.9131196711829714,129.27452506203238,0.7652884332994179,0.4724917380710127,3,1,BRCGS,60.77733286920557,17634.85726503503,0.868638957853584,6.29276673984238e-05,0.0,74.6399432299755,0.49011417206662217,62.49426301165664,1345.05,1.3019584367803758,1.1795111004302121,26662.37607106519,6971.404251682414,4619.2034826576955,Low
SC0019270,2023.7691984905816,AUG,AFGHANISTAN,SA,"Consumer Goods, Retail & Logistics",1,90.18339067154761,90.38117287527808,90.05165127541758,87.9581976299463,0.06415337811343205,1.3384571969832146,0.9382429705601854,2.1387964739491965,194.10322081613222,0.7082270249074564,0.36453860679238315,3,0,BRCGS,11.923206037673918,19506.04174937704,0.9738472513202283,0.009154007547092398,0.0,79.7553420075676,0.3968424256621656,75.15762904153978,14587.13,1.3920814098091687,1.1213059169819837,22597.02790183651,10396.9043199721,3169.343686057368,Low
SC0019271,2023.7304884032308,OCT,IVORY COAST,SSA,"Electronics, Semiconductors & Technology",2,94.36896965879153,88.82640599922293,96.21241762924859,98.4221450490216,0.09737846822010031,2.637357452036405,0.7470365075800033,3.9570102163001866,258.8988397408529,0.581788900531236,0.6610853479030777,3,1,BRCGS,23.01768621776909,18893.30991525938,0.9544359890726917,0.011322570250076528,0.0,83.58307644970448,0.33710920049238235,63.78042183302329,6737.03,1.00977819358184,0.9843702754286858,31306.63296160313,18307.771704962677,3509.2028166543437,Low
SC0019272,2025.0,MAR,INDIA,SA,Energy & Utilities,1,92.85190168504549,92.48599799504363,92.13607172214225,92.24649332444508,0.0858477148246344,2.2679438817448894,1.2345202927202472,1.2804739093596822,138.64148777434596,0.3624785261874103,0.25025444686441484,3,1,ISO 14001; RSPO,30.68324326295628,7094.427042994588,0.956447174402372,0.011254643713138602,0.0,84.68745553135585,0.331838624247081,64.37789878701831,8879.99,1.0166710568766437,1.4611793600593022,2564.2451056673167,6615.190079197467,1764.4391218392584,Low
SC0019273,2020.8305641980307,JUL,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,"Consumer Goods, Retail & Logistics",1,87.57203310953798,89.45740738378574,88.81191627667702,83.67696647389798,0.07624293429515945,0.9918238124376515,0.9240075736813324,3.090999001686292,219.38142841588785,0.3934094404559666,0.5305714789693585,3,1,BRCGS,41.71179475246161,8308.563376109762,0.9029983561580939,0.0075930253068925,0.0,77.17847179009846,0.54446521473084,75.01609640118708,17544.64,0.6647251218804652,1.005512417010673,39437.9889622421,2774.511302347032,3723.5721845403787,Low
SC0019274,2023.5776839251362,APR,INDIA,SA,Metals & Mining (Primary),1,84.82987778292402,85.84817519152877,84.4045944000292,84.04127139058986,0.05899046457057608,1.5709088690746342,0.9483694144657503,2.5132547265169936,235.3974589925346,0.5883114030959583,0.2493276291760383,3,1,FSSC 22000,24.310735700544583,8841.13491840132,0.9618764169144741,0.004645476823502393,0.0,85.35260055274064,0.43729095364700477,67.19380530785152,8879.99,0.9306454768235024,1.0210833515830327,1.0,21789.25582149895,624.1851504287777,Low
SC0019275,2022.4936050772415,JUN,INDONESIA,EAP,Agriculture & Agribusiness,1,86.38117500659312,83.38541021994949,81.68939378438164,91.79237287349419,0.08613335776184042,0.7664155155894367,1.2483950287774643,3.5358889426344504,243.08253386306973,0.7276769261963212,0.5823410625471253,3,1,BRCGS,23.012789845517194,8694.176347730981,0.9308379952901156,0.011549027741149246,0.0,80.46203181094707,0.1557442030896561,67.50795989308071,17304.54,0.9335618175866665,0.9143240094197689,62816.551419790805,9448.25745610479,3573.0492881498885,Low
SC0019276,2024.9799882763712,AUG,NEPAL,SA,Metals & Mining (Primary),1,74.83293060122455,72.0649024645155,80.59728628590778,70.913871753715,0.0022150047149859997,2.083769905955625,0.1326244667025632,2.6814250172024257,43.239641766759824,0.5663001758544316,0.09542434946627544,3,1,FSSC 22000,40.41966001476553,15474.19358768575,0.9327998827637123,0.0002401406835452975,0.0,86.34662145424066,0.4184991207278419,72.59865779748986,6356.39,1.2096009378903019,0.8747798710400835,245.30312206008264,9588.499462245145,5037.647572442809,Low
SC0019277,2022.7585649362877,JUL,NEPAL,SA,Metals & Mining (Primary),1,77.03074986880931,72.2112723591321,84.13342495470059,73.93169579896647,0.0005,1.4263280458225907,0.5150097010859443,3.0088465885799263,181.19474858159546,0.666117432845817,0.5086426469566794,3,1,FSSC 22000,30.539969702675823,17775.36816106968,0.8971370389806028,0.018678625530936032,0.0,94.34928042851486,0.216776554223416,80.40479432469212,13210.52,0.947246387588133,1.1365007574331045,1.0,11124.74188655247,4185.965944217746,Low
SC0019278,2021.0,MAY,NAMIBIA,SSA,"Consumer Goods, Retail & Logistics",1,99.74132088214856,99.75957354402125,99.62806461134836,95.92382909303593,0.09978862299787407,1.3798228659040965,0.8156684533551892,1.3928923118298102,93.30740551496244,0.4264135534856087,0.7974440353813448,3,1,SA8000,17.790543224411792,5202.511243310165,0.9199700776034875,0.014775582026155488,0.0,94.68386428585212,0.23440155206974797,94.53777422810104,16905.36,0.7705380436380034,1.2009508753381102,22920.20418635591,17318.05919564791,1901.4149970566125,Low
SC0019279,2019.0,FEB,TANZANIA,SSA,Agriculture & Agribusiness,2,87.75670883967005,81.02408110214178,93.5836593652121,85.91246228800057,0.0851257583017156,1.0081184100372338,0.6552601783849922,1.9896744520805965,184.31984100786084,0.5595777777318058,0.5909566910921952,3,1,RSPO,21.41070558201348,12069.457582603409,0.9441122465558069,0.01895279804044109,0.0,77.33213461763943,0.29709440391911784,60.04986050415065,17544.64,0.9567398216150078,1.1499464720899326,49308.17875130505,15046.79237677932,2028.0888882452823,Low
SC0019280,2020.8515033861106,DEC,INDONESIA,EAP,Agriculture & Agribusiness,2,87.21129679463863,77.54296370112925,94.61009209985859,93.8247822126506,0.062,1.207380650109737,0.5328956839708431,1.8894596027041883,278.51662140350913,0.6329069345430283,0.9758326862360835,3,1,BRCGS,31.777255079165915,10296.362709358495,0.9676334627527833,0.0012622212180598072,0.0,87.21111684017845,0.5577066907665647,64.96366537247218,6017.48,0.9438825914014862,0.9648063025082148,52959.17655109716,9124.696857665853,438.8645959554675,Low
SC0019281,2021.5813824930024,FEB,PUERTO RICO,LAC,Agriculture & Agribusiness,1,75.51708203151708,78.4626046123997,72.92558525209927,72.34294747164584,0.027410912489550347,1.3399948384801266,0.6149553910356402,1.0184401828764678,220.3836976631274,0.5247852533261801,0.6708258063724575,3,1,BRCGS,25.58138249300243,7719.387642253209,0.9345756681722336,0.0,0.0,79.65765712848477,0.38997714271692463,81.4124128725135,9333.57,0.7168554835780926,0.8776676501054306,67750.8269181088,16314.985788950342,5403.310411901471,Low
SC0019282,2024.9303511771332,AUG,RWANDA,SSA,"Consumer Goods, Retail & Logistics",1,78.744455636188,75.38281936096949,85.89347657510588,70.42704164230129,0.08229252505604112,1.4856127107631298,0.47529841115460875,1.1229144627232208,267.5856020211316,0.8321948178259283,0.3659648822866932,3,1,BRCGS,7.348244114334661,15094.457932450232,0.9313731605941976,0.0036268394058023897,0.0,81.85082604258045,0.5254881283638152,77.56024916479862,4373.82,1.2256664711320846,1.1663641325682472,18154.874373057435,8623.359489891027,4562.633878650762,Low
SC0019283,2020.5697659667755,SEP,INDIA,SA,Agriculture & Agribusiness,2,82.98120615725753,76.59837318458607,89.79062043990999,91.74446739952336,0.0633552372046569,1.2776456047644356,0.6358375721732052,1.9451688178009274,257.4263621732428,0.678645477907136,0.8284703969893753,3,1,BRCGS,27.697659667755886,8693.160445219168,0.9733139785648149,0.0015058191162854399,0.0,85.98999365713503,0.5664882983387793,64.07865970039487,6017.48,0.9158604680664488,1.0819595833292504,52820.23060807733,9307.222141277241,558.5759022263095,Low
SC0019284,2023.7999910788872,MAY,MEXICO,LAC,"Consumer Goods, Retail & Logistics",1,74.09397163086146,78.00998974072034,73.2698746583659,76.51395111230214,0.013840595038220264,1.1538115885254592,1.1835962798959843,2.370801195429108,186.04855837244688,0.48880271201827524,0.8187964226337883,3,1,RSPO; ISO 9001,15.200187343367698,997.8440613758604,0.9008006155567796,0.004799991078887253,0.0,91.76196931137216,0.2796006066356668,66.12784334526015,1688.89,1.1065963691071117,1.0304016682480839,28527.884471589918,6041.423926424389,1950.005263456521,Low
SC0019285,2021.200584172115,MAR,INDONESIA,EAP,Agriculture & Agribusiness,1,91.0578578882772,87.84323271363844,92.52241498315296,87.44805257549037,0.1065457630950313,1.2925618267234398,0.6362745829892128,1.40112852891288,144.4794060548578,0.5029182048563263,0.5131976633115397,3,1,BRCGS,21.679649496730953,5404.405066507518,0.966760467337692,0.019595910795194436,0.0,79.45097376749264,0.38900389816328806,61.26859743454568,24187.59,0.743196686008827,1.0972259056621434,65893.72449494588,7963.085704354524,2002.01457116019,Low
SC0019286,2021.986382171629,MAY,NAMIBIA,SSA,"Consumer Goods, Retail & Logistics",1,95.4527781887908,87.58144845919225,100.0,91.96665016602381,0.11026926884763737,1.588113020385325,0.9432569179684982,4.137047112329722,217.29958254888334,0.6311130203853251,0.33835952584930734,3,1,LEED,23.918293029773352,6898.223271664046,0.837143897583173,0.00612256045533997,0.0,82.8272269323972,0.41649431957971617,69.60330545323563,12077.18,1.0086227785639652,0.8992759981085279,16983.440512188135,20462.96176381839,422.82755810833305,Low
SC0019287,2025.0,JUL,INDIA,SA,Metals & Mining (Primary),1,76.80990696395845,74.37380241277776,81.85929772601143,73.07857778109997,0.010792623841656504,2.1211328246573062,0.2588041099415346,2.534966144360884,52.88073656104882,0.5414560508391267,0.10756729587479752,3,1,FSSC 22000,39.75583667848108,14443.227709569675,0.935827643912543,0.001357269078020638,0.0,86.11432704125203,0.4093680588888383,71.52050414869511,10893.33,1.1849264256736491,0.9456910978135749,310.1180325192003,9140.670173591734,4691.587670175396,Low
SC0019288,2023.0908818828711,AUG,PERU,LAC,"Consumer Goods, Retail & Logistics",1,82.14894053933499,85.88708798469564,77.20440542384392,84.26898144208523,0.07377255586208874,0.9063661213644278,0.6108250201050314,2.9582110940305584,171.61151338143003,0.755181664002937,0.6187293496074961,3,0,BRCGS,27.90861930310129,18516.92198751904,0.938000997628055,0.009545590585643858,0.0,76.95548782995421,0.42672635672333137,76.10928571864201,1345.05,0.9904501196137198,0.9610877892359008,30245.14186067648,10131.772646665082,4321.722865025139,Low
SC0019289,2022.2859317220623,JUL,NAMIBIA,SSA,"Electronics, Semiconductors & Technology",1,81.19581539727159,76.96667972503242,78.10085779004854,85.67953794410492,0.04914555335357305,1.3455921941082138,0.5974779302106723,1.8059796693359107,132.29944996645955,0.703819199848861,0.47156936329166793,3,1,BRCGS,11.39410740185847,9536.580556511495,0.921857795166187,0.0,0.0,80.34042617524219,0.13649010664616343,92.34208850902222,12259.54,0.9537796264335148,0.8928232220557542,30280.481952417565,10774.006088217746,3330.5908916834014,Low
SC0019290,2025.0,JUL,NEPAL,SA,Agriculture & Agribusiness,1,78.4690764682148,76.24708582221064,82.9221898608718,75.0610507517384,0.018555319208614206,2.1363169980124543,0.3597191497119847,2.405218236084591,61.75068232210665,0.5229450080409969,0.12232494750648634,3,1,ISO 9001,38.81748888687081,13683.165998365355,0.9379602525298391,0.002380921214322753,0.0,85.96675052493514,0.40134945048780507,70.78176852366374,8879.99,1.1675243393565131,0.9990063132459767,543.2548065620069,8879.468270145311,4388.842550864046,Low
SC0019291,2022.6250797834507,AUG,INDIA,SA,"Consumer Goods, Retail & Logistics",1,81.22751442991255,76.80598924589864,86.94895025646153,78.98132745883869,0.019460753431341266,1.4232370819701088,0.7847259122869954,2.7099071389523965,211.20194602728577,0.626865665336255,0.5697396281513946,3,1,BRCGS,27.62507978345081,16057.3053077126,0.9002102747306364,0.02229132093837982,0.0,94.46758450156645,0.1850880671514148,79.07115498880214,16905.36,0.8892121895334558,1.2822989801496578,570.447682723689,10584.276939249812,3392.479568547452,Low
SC0019292,2022.0,JUN,ISRAEL,MENA-AP,Energy & Utilities,1,86.92516520107273,78.8063079587917,95.23367908349948,81.49946170749381,0.023340622392551955,2.340716277295952,0.7079454997945643,1.7475703493578918,214.21823484972907,0.6782202799554727,0.4340878528280128,3,1,RSPO; ISO 9001,26.0597755664626,16745.49930597581,1.0,0.025253632578049866,0.0,86.43752626145826,0.2508616265566971,87.25699063164488,24834.17,0.9509649930597581,0.7595594400890546,46229.03795702879,10793.35820257449,3135.5822881283284,Low
SC0019293,2022.325134137327,JUN,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,Food & Beverage Processing,1,73.83341439816914,75.23267437852505,75.23768309122377,73.6484927885618,0.03982535712506419,2.204856455825925,0.7427240610387112,3.2202862515467405,168.17932197940496,0.8191368545419582,0.4365936869285175,3,1,RSPO; ISO 9001,26.13796948064435,23292.67110264591,0.9483005365493078,0.010049195176038257,0.1625670686634786,83.44807888250944,0.13898613339813745,80.62183610640272,17544.64,1.0293861752382079,1.3184834506515983,51367.83464438983,10433.321511183993,456.3671523436196,Low
SC0019294,2019.0224177570483,FEB,INDIA,SA,Agriculture/Tea and Spices,2,88.58803059809259,82.30386257563802,96.91498010277759,84.54452838692377,0.10233679872868781,1.5382416076691952,0.719717368225548,2.7102072515786997,230.96461416312974,0.6300627697197354,0.44701776616999633,3,1,Fairtrade; BRCGS,42.85652635489039,12901.888193875107,0.9402690130845804,0.03902241775704838,0.0,97.70534718867248,0.2572331446733031,58.10102113468568,6797.84,0.892103289718065,1.0434481871053252,48899.82323969202,14359.05060993971,3008.3283074667606,Low
SC0019295,2022.0298999422084,MAR,AZERBAIJAN,ECA,Metals & Mining (Primary),1,83.69124543960785,71.37052972837985,95.61159622885444,81.34642613966986,0.0017812125236332738,0.6233586819112535,1.1965200702559287,4.447193288536612,10.728777001404579,0.6588189522827651,0.46983555031785335,3,1,FSSC 22000,20.86545026006185,19876.425895818345,0.9988488522249737,0.04352160092466435,0.0,99.82269334270373,0.2258089465036129,97.42651558658396,13210.52,0.9885447912156886,0.8817309005201237,2418.5877628050303,9616.018955001071,1280.8768693127017,Low
SC0019296,2024.8900189011488,MAR,AFGHANISTAN,SA,Metals & Mining (Primary),1,75.40956258864848,73.00850777531707,80.42580415825273,71.97543784106664,0.006702933975209671,2.038310773654796,0.2251927810534754,2.6531092615628946,66.93366371137344,0.5628105481333141,0.09756835560005747,3,1,FSSC 22000,39.350283517231475,14728.754123843937,0.9368493384597932,0.0,0.0,86.45737467246066,0.42087984879080986,71.73783098496094,6356.39,1.1769853301239517,0.8938067679035613,1.0,10971.854815590528,4619.861312741986,Low
SC0019297,2021.7296996274467,MAY,NAMIBIA,SSA,"Consumer Goods, Retail & Logistics",1,96.63608471747062,90.81308169044578,100.0,93.03444954982163,0.10780511642348851,1.533696321018705,0.9104015523131802,3.421672861694011,184.68293165965483,0.5766963210187048,0.45823027398238136,3,1,LEED,22.378197764680326,6450.055549521974,0.8587052312944754,0.008432703352979512,0.0,85.97928857495427,0.36926473145019667,76.07427239206817,16905.36,0.9449655076067868,0.9798743169817297,18499.66430067222,19670.582749928028,796.5573424375743,Low
SC0019298,2022.1889846250679,MAY,RWANDA,SSA,"Consumer Goods, Retail & Logistics",1,77.56773408199595,72.96193174159576,81.03209023465838,75.19563811724322,0.08982732896060473,1.3227805026978898,0.7348358167596462,2.3847332318828123,299.4035297059494,0.7620075688724866,0.30173427926643925,3,1,BRCGS,19.83476937601896,6884.082684587917,0.9032840006294155,0.0007559385002717228,0.0,87.81780739884987,0.31696867712642657,72.92309513575418,22878.98,0.5839232638915072,1.0940323702572008,27116.743647000454,6694.731710124993,4125.132287357345,Low
SC0019299,2022.0,OCT,GUINEA,SSA,Metals & Mining (Primary),1,83.7624662672538,71.47183383994192,95.76589261371402,81.17546660637792,0.0010573021754657491,0.6232967753554317,1.2020742220992018,4.485661767734818,9.296232302579213,0.6610086917203,0.47047912856714247,3,1,LEED; FSSC 22000,20.9747827069925,19831.477180043556,0.9994872483755142,0.04381507318461167,0.0,99.80473409447859,0.22608462955528666,97.52431094670216,8879.99,0.98369739248391,0.8823866651594483,2250.9273207219944,9606.312788889425,1254.3751138795067,Low
