SC_ID,Supplier_Name,Commodity_Name,Year,Month,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification,Emission_to_Capacity_Ratio,Operational_Reliability_Index,LeadTime_Capacity_Ratio,Green_Efficiency_Score,Resilience_Score,Sustainability_Risk_Index,ESG_Compliance_Composite,Social_Responsibility_Score,Regional_Risk_Index,Emission_Per_Dollar,Emission_Votality,GHG_Type_Dominance_Score
SC0007066,STATE ORGANIZATION FOR MARKETING OF OIL (SOMO) PARTNERS,Crude oil,2021.0,NOV,IRAQ,MENA-AP,1,"Oil, Gas & Refining",62.23,55.58,66.15,64.05,0.7138,1.082,1.543,7.12,277.43,0.369,0.449,2,1,FSSC 22000; RSPO,33.0,14028.0,0.802,0.039,0.0,100.0,0.474,63.05,15832.93,1.048,0.917,19315.0,1748.0,741.0,High,5.088394639292843e-05,0.770722,0.002352437981180496,0.40900000000000003,0.3239601473333333,55.11783333333333,64.00466666666667,72.555,81.21019826203279,0.6811068702290076,0.49613949878961006,0.7306310928681374
SC0007067,SOUTHERN COPPER,"Copper concentrate, refined copper",2025.0,MAY,PERU,LAC,1,Metals & Mining (Primary),77.1,78.95,68.6,89.84,0.2536,5.697,2.498,5.703,407.2,0.761,0.411,2,0,ISO 14001,24.0,9946.0,0.941,0.05,0.0,89.04,0.319,91.84,16744.39,0.612,0.744,33234.0,10402.0,3587.0,Moderate,2.5497687512567866e-05,0.8939499999999999,0.0024130303639654134,0.586,0.5473357866666666,31.868333333333336,72.92666666666665,70.67999999999999,71.90867638366379,0.41437908496732023,0.28727835652952527,0.4103468124910059
SC0007068,RELIANCE INDUSTRIES LIMITED,Refined petroleum products (oil refining),2020.0,FEB,INDIA,SA,1,"Oil, Gas & Refining",74.0,77.28,81.85,65.76,0.0538,3.047,0.995,3.963,41.55,0.434,0.369,2,0,ISO 14001,58.0,17008.0,0.736,0.0,1.0,87.52,0.333,82.63,14758.37,0.518,1.076,1.0,3569.0,519.0,Moderate,3.163217309501411e-06,0.736,0.003410159924741298,0.40149999999999997,0.4054378666666666,26.548333333333336,71.06666666666666,77.585,21.663599359323186,0.10386100386100386,0.04822617995700348,0.49506558400999384
SC0007069,EMIRATES AIRLINE (CARGO),Air freight logistics/air cargo services,2024.0,NOV,UNITED ARAB EMIRATES,MENA-AP,2,"Consumer Goods, Retail & Logistics",45.34,61.76,75.25,64.14,0.2027,4.327,0.9,4.881,197.53,0.866,0.643,1,0,BRCGS,28.0,3894.0,0.509,0.0,0.0,83.25,0.428,42.44,38113.44,0.648,0.985,57545.0,3112.0,5939.0,High,5.205444273240883e-05,0.509,0.007190549563430919,0.7545,0.07200653333333333,50.58516666666666,40.537333333333336,76.185,57.88183981368511,0.3128086419753086,0.2468123947818679,0.4828848436881678
SC0007070,MINERVA FOODS,Beef exports and boxed beef,2022.0,NOV,BRAZIL,LAC,1,Food & Beverage Processing,47.48,47.54,51.99,37.55,0.0879,1.64,0.399,2.017,295.79,0.522,0.083,2,1,BRCGS,31.0,8384.0,0.96,0.051,0.0,75.31,0.617,83.5,24342.39,1.173,1.239,11281.0,17057.0,1.0,Moderate,1.048425572519084e-05,0.91104,0.0036975190839694657,0.3025,0.5071455999999999,46.50783333333334,55.154666666666664,68.335,49.36080081817054,0.07493606138107417,0.11388138298839931,0.49728796844181467
SC0007071,RIO TINTO EUROPE,"Iron ore, aluminum, copper",2021.0,APR,UNITED KINGDOM,ECA,1,Metals & Mining (Primary),85.66,78.51,87.87,88.44,1.13,4.804,1.76,4.346,565.44,0.362,0.482,2,1,RSPO; FSSC 22000,36.0,9230.0,0.933,0.042,4.0,63.99,0.073,60.13,22308.65,0.8,0.7,28331.0,10304.0,3730.0,High,0.00012242686890574214,0.893814,0.0039003250270855903,0.422,0.35830023880000006,53.60233333333333,78.06266666666666,75.395,31.199368904315218,1.4124999999999999,0.8478601557691962,0.4403299725022915
SC0007072,DP WORLD,"Container terminal services, port and logistics handling",2022.0,FEB,UNITED ARAB EMIRATES,MENA-AP,2,"Consumer Goods, Retail & Logistics",77.84,70.57,84.68,78.79,0.136,2.353,0.466,2.445,278.95,0.859,0.346,3,0,ISO 9001; LEED; ISO 14001,15.0,11798.0,0.716,0.02,0.0,86.91,0.254,94.8,26021.11,0.772,1.138,42175.0,4711.0,1.0,Moderate,1.1527377521613834e-05,0.70168,0.0012714019325309374,0.6025,0.6651926399999999,22.736,86.70400000000001,77.42,57.88183981368511,0.1761658031088083,0.13926034678066165,0.4644756838905775
SC0007073,HANWHA Q CELLS,Photovoltaic modules and solar materials,2022.0,FEB,SOUTH KOREA,EAP,1,Energy & Utilities,88.94,95.71,94.73,84.51,0.2599,1.759,0.608,1.94,161.62,0.527,0.231,1,0,BRCGS,4.0,21457.0,0.902,0.053,0.0,89.86,0.457,90.98,14910.56,1.067,0.687,27951.0,8818.0,6623.0,Moderate,1.2112597287598453e-05,0.854194,0.0001864193503285641,0.379,0.2590485670666667,43.04016666666667,66.69733333333333,86.505,17.11801166854679,0.2435801312089972,0.2834271033687233,0.4504295333178546
SC0007074,SKODA AUTO,Automobiles,2021.0,NOV,CZECH REPUBLIC,ECA,1,Automotive & Transportation,88.87,85.21,81.96,98.78,0.1489,1.994,0.102,5.147,161.61,0.817,0.483,3,1,BRCGS,36.0,7389.0,0.916,0.066,1.0,94.13,0.545,68.11,18061.25,1.086,0.821,55175.0,21699.0,4492.0,Moderate,2.015157666802003e-05,0.855544,0.0048721071863581,0.6499999999999999,0.5827110184000001,23.908,93.322,81.88,16.0828993403166,0.1371086556169429,0.18654941586243629,0.7106171475907773
SC0007075,FERRARI,Luxury vehicles,2020.0,SEP,ITALY,ECA,1,Automotive & Transportation,76.15,71.0,76.76,79.82,0.0374,3.005,0.435,3.509,157.04,0.346,0.04,1,1,Fairtrade,27.0,8955.0,0.558,0.0,0.0,88.33,0.632,67.11,33014.99,0.616,0.715,31959.0,19457.0,5052.0,Moderate,4.176437744276941e-06,0.558,0.003015075376884422,0.19299999999999998,0.12482460000000002,35.189166666666665,59.02333333333334,81.02000000000001,16.718105297834896,0.06071428571428572,0.12666079264213437,0.5049647431285077
SC0007076,ALUMINIUM BAHRAIN (ALBA),Primary aluminium ingots and billets,2021.0,FEB,BAHRAIN,MENA-AP,1,Steel & Metallurgical,98.48,100.0,100.0,100.0,0.9758,0.586,1.699,3.886,460.03,0.504,0.237,2,0,SA8000; Fairtrade,43.0,9695.0,0.829,0.033,1.0,71.96,0.247,53.69,25348.49,0.867,0.947,36414.0,9248.0,3501.0,High,0.00010064981949458484,0.8016429999999999,0.00443527591542032,0.3705,0.2869347511333332,46.26533333333334,85.75466666666667,84.94,100.0,1.1254901960784314,0.7302971483984685,0.6297196564576244
SC0007077,PETRONAS CHEMICALS GROUP,Petrochemicals and industrial gases,2022.0,FEB,MALAYSIA,EAP,1,Chemicals & Petrochemicals,60.05,62.38,66.14,60.69,0.0282,1.322,0.031,2.397,91.5,0.457,0.584,3,0,Fairtrade,41.0,6403.0,0.672,0.094,1.0,82.73,0.569,99.0,11592.83,1.298,1.142,24642.0,4967.0,3693.0,Moderate,4.404185538029049e-06,0.608832,0.006403248477276277,0.5205,0.60274368,34.1575,76.03,74.45,16.607963013540004,0.021725731895223418,0.08828523029185018,0.6392
SC0007078,NESTLÃ©,Packaged foods and beverages,2023.0,JUN,SWITZERLAND,ECA,1,"Consumer Goods, Retail & Logistics",79.16,66.07,87.92,84.49,0.2001,0.845,0.226,1.805,58.65,0.937,0.587,2,1,BRCGS,31.0,20319.0,0.969,0.043,0.0,100.0,0.382,65.61,16286.51,1.324,0.854,41349.0,1.0,1229.0,Moderate,9.847925586889118e-06,0.927333,0.0015256656331512377,0.762,0.40561545419999995,40.48983333333334,74.16266666666667,81.60000000000001,17.469741516058406,0.15113293051359517,0.14962809909482633,0.6276077885952712
SC0007079,UPM URUGUAY,"Eucalyptus pulp (pulp and paper), cellulose",2024.0,DEC,URUGUAY,LAC,1,Industrial Manufacturing & Construction,53.73,58.32,51.31,57.61,0.1173,2.129,0.866,3.248,25.53,0.486,0.738,2,1,BRCGS,30.0,10175.0,0.816,0.063,0.0,75.98,0.231,97.24,9257.89,1.146,1.296,55817.0,13546.0,4399.0,Moderate,1.1528255528255528e-05,0.764592,0.0029484029484029483,0.612,0.49565950719999996,44.65033333333332,58.90466666666667,60.275,49.92988787772282,0.1023560209424084,0.1381387244172931,0.5202626942175236
SC0007080,NAMDEB,Rough diamonds (marine and land),2021.0,JAN,NAMIBIA,SSA,1,"Consumer Goods, Retail & Logistics",62.44,60.78,58.37,70.32,0.1427,0.94,0.935,2.553,11.33,0.74,0.29,2,1,BRCGS,35.0,17360.0,1.0,0.071,0.0,90.63,0.643,72.96,1148.21,1.154,0.53,35396.0,14046.0,5928.0,Moderate,8.220046082949308e-06,0.929,0.0020161290322580645,0.515,0.4518655999999999,42.356833333333334,64.13066666666667,72.045,26.30194526736698,0.12365684575389949,0.17216627302902016,0.5765582655826558
SC0007081,CHINA NORTHERN RARE EARTH GROUP,Rare earth oxides and metals,2022.0,JUL,CHINA,EAP,1,Metals & Mining (Primary),70.92,62.96,66.52,83.58,0.1319,2.796,0.655,1.178,158.45,0.577,0.064,2,1,ISO 9001,23.0,12991.0,0.684,0.079,0.0,79.72,0.422,58.35,6899.02,1.503,1.114,33713.0,2358.0,1.0,High,1.015318297282734e-05,0.6299640000000001,0.0017704564698637518,0.3205,0.24505599600000005,44.353833333333334,69.21866666666668,71.7,30.6439238528046,0.08775781769793746,0.11189150693313267,0.6040181464679196
SC0007082,HYUNDAI MOBIS,Automotive parts and systems,2019.0,AUG,SOUTH KOREA,EAP,1,Automotive & Transportation,51.54,44.91,63.46,54.14,0.127,2.728,1.107,0.598,235.2,0.606,0.296,1,1,BRCGS,1.0,8144.0,0.908,0.041,1.0,95.47,0.517,83.08,8792.53,0.748,1.061,44915.0,15615.0,5158.0,High,1.5594302554027506e-05,0.870772,0.00012278978388998034,0.45099999999999996,0.2411457925333333,48.022666666666666,44.25733333333333,72.07000000000001,17.11801166854679,0.1697860962566845,0.1980833980422,0.6153846153846154
SC0007083,ORASCOM CONSTRUCTION,"Cement, construction materials and EPC services",2022.0,JAN,EGYPT,MENA-AP,2,Industrial Manufacturing & Construction,72.46,74.41,69.48,69.44,0.1546,2.603,1.133,2.023,177.2,0.603,0.585,2,1,RSPO; FSSC 22000; BRCGS,42.0,966.0,0.917,0.042,2.0,91.67,0.501,83.38,15218.48,1.306,0.793,45269.0,13834.0,4181.0,Moderate,0.0001600414078674948,0.878486,0.043478260869565216,0.594,0.4883210845333333,41.42733333333334,70.14266666666667,74.76,66.49249916336181,0.11837672281776415,0.18877361115122096,0.45198819239451293
SC0007084,AKZONOBEL LOCAL DISTRIBUTORS (INDIA/SOUTH ASIA),"Paints, coatings, industrial chemicals (distributor)",2022.0,NOV,INDIA,SA,2,Chemicals & Petrochemicals,65.3,73.18,64.14,56.25,0.1181,1.165,0.999,2.467,228.47,0.652,0.389,2,1,BRCGS,27.0,20369.0,0.916,0.034,0.0,86.26,0.801,74.34,7344.18,0.953,0.857,62697.0,19186.0,4772.0,Moderate,5.798026412685944e-06,0.884856,0.0013255437183956012,0.5205,0.4385346336,37.725833333333334,65.84666666666666,78.09,21.663599359323186,0.12392444910807975,0.1858682306527616,0.5327143165622975
SC0007085,NEMAK,Aluminum engine blocks and automotive components,2021.0,JAN,MEXICO,LAC,1,Automotive & Transportation,56.4,56.99,52.91,57.99,0.1361,1.104,1.322,2.67,18.8,0.449,0.6,2,1,BRCGS,20.0,7326.0,0.972,0.061,1.0,95.41,0.397,90.49,10889.11,0.606,0.451,29520.0,6620.0,391.0,High,1.8577668577668578e-05,0.9127080000000001,0.00273000273000273,0.5245,0.5506063127999999,36.08583333333333,60.50666666666666,64.395,45.62339979297095,0.2245874587458746,0.09108494744270601,0.5239403453689168
SC0007086,IVORY COAST Â CARGILL IVORY COAST,"Cocoa beans, cocoa liquor and cocoa intermediate processing",2025.0,APR,IVORY COAST,SSA,1,Agriculture & Agribusiness,64.29,74.51,56.35,62.37,0.2008,2.744,0.695,2.396,203.19,0.536,0.612,1,1,BRCGS,26.0,8288.0,0.908,0.06,1.0,79.86,0.395,48.6,16161.44,0.832,0.89,33251.0,6854.0,1938.0,High,2.4227799227799227e-05,0.85352,0.003137065637065637,0.5740000000000001,0.13827024,46.66516666666667,51.90733333333334,66.07499999999999,9.558720314045523,0.24134615384615388,0.18999923464928573,0.47026563838903174
SC0007087,NESTLÃ©,Packaged foods and beverages,2022.0,NOV,SWITZERLAND,ECA,1,"Consumer Goods, Retail & Logistics",61.85,61.65,66.72,55.49,0.2007,3.702,0.524,2.072,91.11,0.675,0.093,1,1,BRCGS,29.0,14264.0,0.929,0.071,0.0,86.6,0.148,78.07,8432.1,1.072,1.037,18925.0,9654.0,3219.0,High,1.4070386988222096e-05,0.8630410000000001,0.002033090297251823,0.384,0.22459203623333335,51.11666666666665,50.44333333333334,66.32,17.469741516058406,0.18722014925373132,0.18497038250214007,0.5878056525881232
SC0007088,SEPLAT ENERGY,Crude oil and natural gas (upstream production),2023.0,OCT,NIGERIA,SSA,1,"Oil, Gas & Refining",71.81,67.68,73.02,71.55,0.7449,0.01,1.258,5.749,214.19,0.63,0.431,2,1,ISO 9001; LEED; SA8000,36.0,9572.0,0.789,0.044,1.0,61.9,0.564,84.87,20076.4,0.932,1.296,32926.0,21056.0,998.0,High,7.78207271207689e-05,0.754284,0.0037609694943585457,0.5305,0.4267738872,50.80233333333334,69.75266666666667,77.79,28.363919083075313,0.7992489270386266,0.5053782686061227,0.8192959954396466
SC0007089,SK HYNIX,DRAM and NAND flash memory chips,2019.0,DEC,SOUTH KOREA,EAP,1,"Electronics, Semiconductors & Technology",78.65,68.74,88.77,79.15,0.1908,1.469,1.432,3.319,156.1,0.687,0.594,2,1,BRCGS,1.0,19183.0,0.922,0.029,3.0,92.59,0.089,57.95,17492.91,0.642,0.808,15121.0,15965.0,6480.0,Moderate,9.946306625658135e-06,0.895262,5.2129489652296305e-05,0.6405000000000001,0.3458695526666667,30.20583333333333,73.85666666666667,76.16499999999999,17.11801166854679,0.297196261682243,0.23879441634079196,0.5336012861736334
SC0007090,YEMEN LNG,LNG and gas infrastructure,2023.0,SEP,YEMEN,MENA-AP,2,"Oil, Gas & Refining",40.69,53.57,55.23,60.85,0.1298,1.197,0.889,3.901,180.29,0.487,0.853,1,0,BRCGS,1.0,3113.0,0.257,0.0,5.0,97.87,0.344,36.13,31086.88,0.953,0.709,5455.0,11126.0,6461.0,High,4.169611307420495e-05,0.257,0.00032123353678124,0.6699999999999999,0.030951366666666667,54.96516666666666,37.74733333333333,64.49499999999999,27.63737589151823,0.13620146904512068,0.20692485093488627,0.6515784199098046
SC0007091,FIRST QUANTUM MINERALS,"Copper concentrate, copper cathode, gold by-products",2025.0,JUL,ZAMBIA,SSA,1,Metals & Mining (Primary),80.97,78.95,82.7,83.57,0.0958,0.257,0.582,1.401,209.95,0.963,0.368,2,1,ISO 14001; BRCGS,19.0,22390.0,1.0,0.085,0.0,90.42,0.201,79.11,20012.28,0.932,1.318,51177.0,8108.0,4062.0,Moderate,4.278695846359982e-06,0.915,0.0008485931219294328,0.6655,0.48257099999999997,31.368833333333335,75.24866666666667,75.37,10.904098051499926,0.10278969957081543,0.15857277995822927,0.6254464285714285
SC0007092,JORDAN PHOSPHATE MINES COMPANY (JPMC),"Phosphate rock, phosphoric acid",2022.0,JAN,JORDAN,MENA-AP,1,Fertilizers,61.46,65.28,57.26,64.02,0.1039,1.965,1.002,2.443,160.46,0.708,0.0,3,1,BRCGS,22.0,7697.0,0.979,0.066,0.0,92.82,0.394,67.59,6189.48,0.839,1.165,20762.0,13538.0,3635.0,Moderate,1.3498765752890737e-05,0.9143859999999999,0.00285825646355723,0.354,0.6180334974,28.671499999999995,76.876,66.51,43.53408014669937,0.12383790226460073,0.1471360952043078,0.4515711645101664
SC0007093,NAFTAL,Fuel distribution and marketing,2019.0,MAY,ALGERIA,MENA-AP,1,"Oil, Gas & Refining",70.81,79.76,61.86,69.13,0.7828,6.001,1.11,3.968,7.0,0.754,0.031,2,1,BRCGS,26.0,10053.0,0.863,0.077,0.0,77.44,0.578,75.03,22730,0.783,1.258,31047.0,16957.0,1691.0,High,7.786730329254949e-05,0.7965490000000001,0.0025862926489605095,0.3925,0.3984338098,49.86483333333333,69.15266666666666,72.49,59.18373571738805,0.9997445721583653,0.4951351486335982,0.5416553840599332
SC0007094,UPM-KYMMENE,"Pulp, timber, paper products",2022.0,OCT,FINLAND,ECA,1,Industrial Manufacturing & Construction,63.35,51.74,67.5,64.92,0.1556,1.765,0.367,2.625,105.67,0.453,0.106,2,0,BRCGS; LEED,14.0,12338.0,0.869,0.036,0.0,92.0,0.193,73.73,24545.08,0.787,0.634,22041.0,17867.0,4768.0,Moderate,1.2611444318366023e-05,0.837716,0.0011347057869995137,0.2795,0.4117653378666667,36.85583333333333,64.67666666666668,67.60999999999999,16.933591877876424,0.197712833545108,0.1829271234234329,0.5518183729241118
SC0007095,SHOWA DENKO K.K. (RESONAC),Graphite electrodes and electronic chemicals,2021.0,JUL,JAPAN,EAP,1,Chemicals & Petrochemicals,62.61,62.13,58.71,64.75,0.0621,2.063,0.939,2.13,226.41,0.315,0.069,3,1,SA8000,50.0,10562.0,0.81,0.092,1.0,79.78,0.243,99.0,2853.2,0.924,0.677,34135.0,9520.0,1739.0,Moderate,5.879568263586443e-06,0.73548,0.004733951903048665,0.192,0.7281252,28.499000000000002,77.566,64.215,11.28206841439308,0.0672077922077922,0.10875185573099999,0.41504286827747466
SC0007096,BHUTAN POWER CORPORATION (BPC) SUPPLIERS,"Hydropower equipment, transmission components",2020.0,DEC,BHUTAN,SA,2,Energy & Utilities,70.58,74.85,74.54,64.76,0.1044,2.102,0.674,1.102,199.13,0.782,0.379,2,0,ISO 9001,44.0,7010.0,0.808,0.064,0.0,72.92,0.858,68.1,24855.61,0.582,0.899,22425.0,13137.0,2156.0,Moderate,1.4893009985734666e-05,0.756288,0.006276747503566334,0.5805,0.343354752,29.970333333333333,69.01466666666667,84.43,4.335087907753913,0.1793814432989691,0.13441715994767112,0.5420319752449716
SC0007097,GODREJ AND BOYCE/GODREJ CONSUMER PRODUCTS,"Household products, edible oils, furniture components",2020.0,FEB,INDIA,SA,1,"Consumer Goods, Retail & Logistics",70.9,62.1,85.03,62.16,0.2309,2.01,1.262,2.75,85.36,0.247,0.346,2,1,FSSC 22000; RSPO,26.0,5.0,0.829,0.0,0.0,87.11,0.525,80.25,35341.88,0.979,1.057,24896.0,15135.0,1989.0,Moderate,0.04618,0.829,5.2,0.2965,0.44351499999999994,38.975833333333334,69.20666666666668,83.015,21.663599359323186,0.23585291113381002,0.18442688586048414,0.4566589173032215
SC0007098,ARISTON HOLDINGS/DAIRY AND FOOD PROCESSORS,Dairy products and processed foods,2021.0,JUN,ZIMBABWE,SSA,2,Food & Beverage Processing,33.42,27.71,39.82,33.01,0.0874,0.555,0.408,1.984,269.22,0.431,0.471,1,1,ISO 14001; FSSC 22000,39.0,8876.0,0.941,0.001,1.0,92.77,0.04,40.75,9513.15,1.062,1.087,18397.0,20680.0,795.0,High,9.846777827850384e-06,0.940059,0.004393871113114015,0.45099999999999996,0.1276913475,58.084666666666664,33.385333333333335,50.71,33.288402724734354,0.08229755178907722,0.11936958103798095,0.673227010519172
SC0007099,PTT GLOBAL CHEMICAL,Petrochemical raw materials,2023.0,MAY,THAILAND,EAP,1,Chemicals & Petrochemicals,75.47,68.83,72.47,85.93,0.1074,1.006,0.877,1.539,77.73,0.197,0.173,2,1,BRCGS,44.0,6401.0,0.708,0.107,3.0,88.62,0.466,63.58,27412.51,1.039,1.339,28012.0,12345.0,5960.0,High,1.677862833932198e-05,0.632244,0.006873925949070458,0.185,0.2679871568,35.18883333333333,71.94866666666667,75.55499999999999,8.598878432366831,0.10336862367661213,0.16516660554965346,0.44973699590882527
SC0007100,SHIVAM AUTOTECH/NEPAL VEHICLE ASSEMBLERS (LOCAL SUPPLIERS),Two and three-wheeler components,2023.0,MAR,NEPAL,SA,2,Automotive & Transportation,66.95,65.38,73.05,64.76,0.1299,2.118,0.488,1.498,235.03,0.455,0.305,3,0,BRCGS,18.0,11978.0,0.958,0.044,2.0,100.0,0.681,67.05,20044.69,1.026,1.052,21414.0,7672.0,4904.0,Moderate,1.0844882284187676e-05,0.9158479999999999,0.001502755050926699,0.38,0.6140760839999999,30.205000000000005,80.17,80.14499999999998,4.0228771519540985,0.12660818713450292,0.19617961894071925,0.5160818713450293
SC0007101,ÄEZ GROUP,Electric power generation,2019.0,DEC,CZECH REPUBLIC,ECA,1,Energy & Utilities,55.51,65.18,47.92,59.86,0.0396,2.464,0.382,3.316,44.71,0.504,0.327,2,1,BRCGS,36.0,10.0,0.816,0.081,4.0,93.85,0.662,47.64,11428.13,1.31,1.08,13452.0,17132.0,3810.0,High,0.00396,0.749904,3.6,0.4155,0.2381695104,44.54483333333334,59.97266666666666,67.19999999999999,16.0828993403166,0.03022900763358779,0.08711540542353002,0.5381369685167153
SC0007102,LOMA NEGRA,Cement and cement clinker,2019.0,SEP,ARGENTINA,LAC,1,Industrial Manufacturing & Construction,70.08,70.67,72.6,69.81,0.1312,2.167,1.163,1.741,163.74,0.379,0.138,1,0,BRCGS; RSPO; FSSC 22000,41.0,5442.0,0.85,0.039,1.0,93.31,0.684,76.35,23564.35,0.941,1.188,28223.0,9493.0,3099.0,High,2.4108783535464904e-05,0.81685,0.007533994854832782,0.2585,0.20788832499999998,44.53366666666667,55.38133333333333,79.98,55.77945847949142,0.13942614240170034,0.15657903314446014,0.4273318872017353
SC0007103,PRODECO/CERREJÃ³N (COAL),Thermal coal production and exports,2019.0,APR,COLOMBIA,LAC,1,Metals & Mining (Primary),74.88,73.93,83.59,69.81,0.0679,3.052,1.355,1.715,185.92,0.59,0.279,3,1,BRCGS,39.0,23882.0,1.0,0.028,0.0,68.62,0.517,93.78,12133.35,1.074,0.745,1.0,13596.0,1.0,Moderate,2.8431454652039194e-06,0.972,0.0016330290595427518,0.4345,0.9115416,26.599500000000003,84.928,82.13500000000002,31.052828847945257,0.06322160148975792,0.07916989556891377,0.4985298921920941
SC0007104,USIMINAS,Steel plates and coils,2024.0,APR,BRAZIL,LAC,1,Steel & Metallurgical,79.27,78.87,78.99,74.4,1.2848,7.244,1.866,8.368,575.52,0.392,0.537,3,1,BRCGS; ISO 9001,33.0,18164.0,0.598,0.071,0.0,95.22,0.573,83.85,24080.83,1.256,1.326,57698.0,21409.0,101.0,High,7.073331865227923e-05,0.555542,0.0018167804448359392,0.4645,0.46582196699999995,58.2155,87.562,80.955,49.36080081817054,1.0229299363057325,0.891265756158424,0.47877331502460235
SC0007105,KABUL SAFFRON EXPORTERS,"Saffron (export-quality), dried fruits (apricots, raisins)",2019.0,APR,AFGHANISTAN,MENA-AP,2,Agriculture & Agribusiness,75.41,62.17,79.82,80.8,0.1034,1.024,0.366,0.418,159.12,0.552,0.395,3,1,SA8000; RSPO,52.0,15130.0,0.862,0.051,1.0,79.71,0.253,76.16,13511.4,0.81,0.689,8331.0,3.0,2176.0,Moderate,6.83410442828817e-06,0.8180379999999999,0.0034368803701255784,0.47350000000000003,0.6230177407999999,23.3415,85.246,74.97,24.77800956192622,0.1276543209876543,0.12583074299321562,0.5663716814159292
SC0007106,MUSIM MAS GROUP,"Refined palm oil, specialty fats, oleochemicals. biodiesel",2021.0,NOV,INDONESIA,EAP,1,Agriculture & Agribusiness,91.91,78.64,100.0,94.64,0.0729,0.01,0.237,2.468,201.52,0.113,0.572,3,0,ISO 9001,18.0,23766.0,1.0,0.057,0.0,79.5,0.208,64.82,12868.87,1.069,1.214,31739.0,8451.0,4360.0,Moderate,3.0674072203988894e-06,0.943,0.0007573844988639232,0.34249999999999997,0.6112525999999998,20.689,95.146,84.16,43.19268395136461,0.06819457436856877,0.14732395112397795,0.90902394106814
SC0007107,NICKEL INDUSTRIES LIMITED,Nickel ore,2022.0,DEC,INDONESIA,EAP,1,Metals & Mining (Primary),67.26,63.98,67.92,69.67,1.5003,7.733,3.331,8.53,309.7,0.808,0.713,1,1,BRCGS,32.0,17386.0,0.987,0.072,0.0,81.24,0.475,80.44,11304.46,1.163,0.87,22844.0,15170.0,2825.0,High,8.629356953870931e-05,0.9159360000000001,0.0018405613712182216,0.7605,0.24559297280000003,83.07816666666666,53.68933333333333,73.46,43.19268395136461,1.2900257953568357,1.0043179870523709,0.4353373481678064
SC0007108,OLAM INTERNATIONAL (IVORY COAST OPERATIONS),"Cocoa, coffee, cashew, rubber (origination and processing)",2025.0,NOV,IVORY COAST,SSA,1,Agribusiness/Commodities,88.07,82.57,95.61,86.28,0.2333,3.072,0.843,0.18,254.72,0.575,0.383,1,1,BRCGS,37.0,1175.0,0.795,0.024,0.0,84.37,0.318,71.83,2806.09,1.359,0.837,53399.0,11150.0,5085.0,Moderate,0.00019855319148936172,0.77592,0.03148936170212766,0.479,0.18578111199999997,47.059666666666665,66.17533333333331,84.16499999999999,9.558720314045523,0.17167034584253127,0.2648612951411502,0.7501831501831503
SC0007109,ÄEZ GROUP,Electric power generation,2019.0,JUN,CZECH REPUBLIC,ECA,1,Energy & Utilities,65.2,58.43,63.99,70.12,0.0959,1.658,0.504,3.007,196.28,0.523,0.261,1,1,BRCGS,43.0,13501.0,0.867,0.0,2.0,80.72,0.049,96.61,2321.27,1.248,0.719,51191.0,7060.0,2943.0,Moderate,7.103177542404266e-06,0.867,0.003184949263017554,0.392,0.2792029,49.964166666666664,52.45333333333333,62.975,16.0828993403166,0.07684294871794872,0.1399091246149513,0.5817372799380924
SC0007110,TWIGA FOODS,"Fresh produce aggregation (fruits, vegetables)",2024.0,JUL,TANZANIA,SSA,2,Agriculture & Agribusiness,65.83,74.32,54.13,70.27,0.1963,1.73,1.072,0.01,132.71,0.55,0.359,3,0,BRCGS,44.0,9676.0,0.825,0.045,0.0,91.63,0.169,69.43,17911.74,0.867,1.181,32880.0,14733.0,2904.0,Moderate,2.028730880529144e-05,0.7878749999999999,0.0045473336089293095,0.4545,0.5470216124999999,29.872,79.498,60.44500000000001,9.00635812752875,0.22641291810841985,0.1864543374305653,0.6152204836415363
