Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification,Emission_to_Capacity_Ratio,Operational_Reliability_Index,LeadTime_Capacity_Ratio,Green_Efficiency_Score,Resilience_Score,Sustainability_Risk_Index,ESG_Compliance_Composite,Social_Responsibility_Score,Regional_Risk_Index,Emission_Per_Dollar,Emission_Votality
SYN_SUP_07647,SYN_COM_07647,Synthetic Supplier 7647,Synthetic Commodity 7647,India,Asia-Pacific,3,Agriculture,59.54636925,40.0019278,58.38049644,37.00505646,0.4686,1412.43,0.29,0.84,2,0,10,27324,0.858320511,0.032,59.19910063,0.57,67.91679692,0.82,56.95,1,11526,Moderate,1.71E-05,0.830854255,0.000365979,0.565,0.327905498,42.7571041,62.39448822,75.59024822,9.261089909,0.822105263,0.660202552
SYN_SUP_07648,SYN_COM_07648,Synthetic Supplier 7648,Synthetic Commodity 7648,Malaysia,Asia-Pacific,2,Agriculture,59.86576899,49.08541749,34.7613374,48.77439471,0.5112,453.01,0.59,0.39,3,1,26,14011,0.903702531,0.056,89.09861151,0.92,98.71959475,0.27,61.37,1,2991,Moderate,3.65E-05,0.853095189,0.001855685,0.49,0.760095968,40.62698085,75.91946139,52.7806687,19.51874501,0.555652174,0.413114732
SYN_SUP_07649,SYN_COM_07649,Synthetic Supplier 7649,Synthetic Commodity 7649,Brazil,South America,1,Food & Beverage,66.03005147,59.15107621,69.4415357,70.94497116,0.9255,1421.06,0.27,0.4,2,1,38,30043,0.829994363,0.05,51.85707163,1.32,88.71749019,0.49,59.05,0,5136,Moderate,3.08E-05,0.788494645,0.001264854,0.335,0.272593489,63.16031532,66.28469755,74.52076785,14.99576555,0.701136364,0.85560856
SYN_SUP_07650,SYN_COM_07650,Synthetic Supplier 7650,Synthetic Commodity 7650,Japan,Asia-Pacific,1,Agriculture,65.56267128,87.21175601,46.8313136,69.46470334,0.506,568.29,0.67,0.85,3,0,14,7819,0.936963414,0.031,73.96942649,0.71,72.1280429,0.34,55.15,1,5497,Moderate,6.47E-05,0.907917549,0.00179051,0.76,0.671581404,35.35306505,79.33760277,60.2156568,27.64600311,0.712676056,0.46134139
SYN_SUP_07651,SYN_COM_07651,Synthetic Supplier 7651,Synthetic Commodity 7651,India,North America,2,Food & Beverage,51.10537132,88.30731067,67.72243648,66.84347639,0.4245,592.86,0.46,0.55,1,0,13,23187,0.909166673,0.009,88.47562324,0.76,57.31180237,0.48,79.61,0,7775,Moderate,1.83E-05,0.900984173,0.000560659,0.505,0.265717121,55.7922867,43.99655613,73.46121824,0,0.558552632,0.445278542
SYN_SUP_07652,SYN_COM_07652,Synthetic Supplier 7652,Synthetic Commodity 7652,Japan,Asia-Pacific,2,Agriculture,65.77803097,64.57419825,73.89134367,83.77121765,0.8221,1063.86,0.7,0.36,0,1,23,21584,0.886690089,0.042,68.31247662,0.39,99.01136145,0.69,79.63,0,3483,Low,3.81E-05,0.849449105,0.001065604,0.53,0,63.38018916,39.46681858,80.74567184,27.64600311,2.107948718,0.711200605
SYN_SUP_07653,SYN_COM_07653,Synthetic Supplier 7653,Synthetic Commodity 7653,USA,North America,2,Food & Beverage,68.07689605,68.56438117,45.9856088,82.53107288,0.6888,1132.74,0.6,0.13,0,1,11,34016,0.896690091,0.034,73.61760672,0.91,99.47469177,0.79,58.26,3,11392,Moderate,2.02E-05,0.866202628,0.000323377,0.365,0,67.04308638,40.84613763,68.7928044,8.865419883,0.756923077,0.74239489
SYN_SUP_07654,SYN_COM_07654,Synthetic Supplier 7654,Synthetic Commodity 7654,Japan,Asia-Pacific,2,Chemicals,37.365,51.03268702,31.14199187,32.27401104,0.3056,884.83,0.77,0.48,0,1,36,17616,0.883144529,0.019,83.98418968,0.72,71.68995815,0.82,82.02,4,11260,High,1.73E-05,0.866364783,0.002043597,0.625,0,65.36225,22.419,61.97099594,27.64600311,0.424444444,0.468054256
SYN_SUP_07655,SYN_COM_07655,Synthetic Supplier 7655,Synthetic Commodity 7655,Japan,Asia-Pacific,3,Electronics,57.71230028,67.39341008,72.92986499,65.8642662,0.2113,988.97,0.58,0.45,1,1,42,14052,0.945644349,0.033,84.68705269,0.78,72.64278935,0.64,66.29,4,11347,Moderate,1.50E-05,0.914438086,0.002988898,0.515,0.258136888,48.44986157,47.9607135,79.2649325,27.64600311,0.270897436,0.430530209
SYN_SUP_07656,SYN_COM_07656,Synthetic Supplier 7656,Synthetic Commodity 7656,Malaysia,Asia-Pacific,1,Metals,82.65521131,93.60470015,74.6112398,71.16184568,0.5514,1003.44,0.63,0.48,0,0,33,17929,0.831933793,0.038,65.2783964,1.53,85.94378562,0.62,79.11,1,10216,Low,3.08E-05,0.800320309,0.001840593,0.555,0,67.80567604,49.59312678,79.7056199,19.51874501,0.360392157,0.622887196
SYN_SUP_07657,SYN_COM_07657,Synthetic Supplier 7657,Synthetic Commodity 7657,China,Asia-Pacific,3,Agriculture,53.63142055,34.01820164,38.56108895,40.10365884,0.2209,720.25,0.6,0.62,2,1,26,23305,0.854156784,0.016,71.72700569,0.89,97.77332292,0.24,56.53,1,2790,High,9.48E-06,0.840490275,0.00111564,0.61,0.401905672,43.43483614,58.845519,54.08054448,25.09000292,0.248202247,0.282509096
SYN_SUP_07658,SYN_COM_07658,Synthetic Supplier 7658,Synthetic Commodity 7658,brazil,Asia-Pacific,2,Food & Beverage,46.51436651,65.14767469,67.61190817,69.17980131,0.7851,1213.83,0.58,0.46,2,1,33,37642,0.860171959,0.044,62.45871861,1.1,90.18708691,0.61,75.65,0,5703,Low,2.09E-05,0.822324393,0.00087668,0.52,0.342408852,63.18080506,54.57528657,76.00595409,79.71315395,0.713727273,0.742740585
SYN_SUP_07659,SYN_COM_07659,Synthetic Supplier 7659,Synthetic Commodity 7659,USA,North America,2,Agriculture,83.16350109,30.57132761,83.7693513,44.86580465,0.4134,434.87,0.56,0.59,1,0,23,37483,0.938073198,0.017,99.8559127,0.75,55.08943078,0.32,84.29,0,3174,Moderate,1.10E-05,0.922125954,0.000613612,0.575,0.306932429,44.14444128,63.23143399,78.28467565,8.865419883,0.5512,0.353603113
SYN_SUP_07660,SYN_COM_07660,Synthetic Supplier 7660,Synthetic Commodity 7660,Malaysia,Asia-Pacific,1,Metals,46.05563751,33.89576626,60.36048349,68.5771711,0.0483,1009.2,0.56,0.45,0,1,48,34786,0.872666457,0.051,86.0221217,1.35,89.23178863,0.85,50.53,1,3036,Moderate,1.39E-06,0.828160467,0.001379865,0.505,0,65.33802687,27.6333825,77.18024175,19.51874501,0.035777778,0.231880163
SYN_SUP_07661,SYN_COM_07661,Synthetic Supplier 7661,Synthetic Commodity 7661,India,Asia-Pacific,2,Electronics,45.78068769,46.98304513,58.99151178,52.95285969,0.6974,209.04,0.73,0.02,2,0,11,24363,0.924050312,0.047,79.42792843,0.65,91.8904077,0.77,60.7,2,3232,Moderate,2.86E-05,0.880619947,0.000451504,0.375,0.466305454,54.49509264,54.13507928,74.89575589,9.261089909,1.072923077,0.485776524
SYN_SUP_07662,SYN_COM_07662,Synthetic Supplier 7662,Synthetic Commodity 7662,China,Asia-Pacific,3,Food & Beverage,53.67801455,58.69812171,55.20911389,79.42790361,0.0882,172.99,0.69,0.51,0,1,12,7069,0.87425511,0.019,92.80450113,0.62,81.71352631,0.55,79.44,0,9581,Moderate,1.25E-05,0.857644263,0.001697553,0.6,0,52.71769491,32.20680873,68.60455695,25.09000292,0.142258065,0.193745949
SYN_SUP_07663,SYN_COM_07663,Synthetic Supplier 7663,Synthetic Commodity 7663,India,Asia-Pacific,2,Agriculture,70.82836152,84.17774619,80.83920849,80.91758822,0.828,124.96,0.65,0.44,0,1,37,24819,0.868535534,0.04,84.54531987,0.56,46.34152584,0.3,75.55,1,5853,Low,3.34E-05,0.833794113,0.001490793,0.545,0,64.31007347,42.49701691,76.41960425,9.261089909,1.478571429,0.58253816
SYN_SUP_07664,SYN_COM_07664,Synthetic Supplier 7664,Synthetic Commodity 7664,USA,North America,2,Chemicals,55.25407259,35.65497942,60.053648,42.92723312,0.2045,1395.27,0.68,0.22,2,0,34,20905,0.912743144,0.05,63.36889488,1.07,96.0880166,0.11,74.35,3,7675,Moderate,9.78E-06,0.867105986,0.001626405,0.45,0.366316987,45.15690793,59.81911022,62.226824,8.865419883,0.191121495,0.450435519
SYN_SUP_07665,SYN_COM_07665,Synthetic Supplier 7665,Synthetic Commodity 7665,Brazil,South America,3,Metals,57.04638242,71.10327186,52.94685903,46.19066351,0.5885,600.87,0.21,0.66,1,1,50,17647,0.911787337,0.039,84.01004554,1.25,97.97271844,0.69,70.03,2,11565,Moderate,3.33E-05,0.876227631,0.002833343,0.435,0.245373077,65.16293282,47.56116278,70.27342951,14.99576555,0.4708,0.592641419
SYN_SUP_07666,SYN_COM_07666,Synthetic Supplier 7666,Synthetic Commodity 7666,USA,North America,3,Metals,63.41824438,69.14717564,49.03228615,93.28025807,0.8889,757.72,0.59,0.86,2,1,9,6648,0.86503469,0.038,76.45037723,0.69,48.48400457,0.36,79.58,1,3524,Moderate,0.000133709,0.832163372,0.001353791,0.725,0.424128025,53.7094478,64.71761329,61.71614308,8.865419883,1.28826087,0.698987448
SYN_SUP_07667,SYN_COM_07667,Synthetic Supplier 7667,Synthetic Commodity 7667,Malaysia,Asia-Pacific,3,Agriculture,71.36606978,93.45457178,98.19407849,74.17722823,0.5756,1013.02,0.6,0.31,0,1,48,35666,0.885231739,0.045,64.22895689,1.4,57.86561525,0.13,75.5,1,7804,Low,1.61E-05,0.845396311,0.00134582,0.455,0,70.41187558,42.81964187,81.69703925,19.51874501,0.411142857,0.608778487
SYN_SUP_07668,SYN_COM_07668,Synthetic Supplier 7668,Synthetic Commodity 7668,Japan,Asia-Pacific,1,Agriculture,66.63331559,89.80696222,56.28167559,72.33370819,0.5844,883.41,0.44,0.07,0,1,47,21596,0.859343156,0.047,64.61444663,0.61,59.96545774,0.26,90.19,1,6982,Low,2.71E-05,0.818954028,0.002176329,0.255,0,60.43833954,39.97998935,63.3408378,27.64600311,0.958032787,0.581381578
SYN_SUP_07669,SYN_COM_07669,Synthetic Supplier 7669,Synthetic Commodity 7669,Japan,Asia-Pacific,3,Agriculture,63.70845972,55.36397736,43.08968229,21.96328778,0.0778,691,0.72,0.48,0,1,29,19467,0.851960838,0.039,96.85048551,1.21,44.64493314,0.81,47.44,3,861,Moderate,4.00E-06,0.818734366,0.001489701,0.6,0,57.7970391,38.22507583,67.74484114,27.64600311,0.064297521,0.167386149
SYN_SUP_07670,SYN_COM_07670,Synthetic Supplier 7670,Synthetic Commodity 7670,Brazil,South America,3,Electronics,52.51068469,61.49427664,59.51358446,37.05692655,0.7216,695.5,0.31,0.55,1,1,44,46541,0.95501048,0.053,64.72541535,0.73,67.1119866,0.57,56.87,2,7345,Moderate,1.55E-05,0.904394925,0.000945403,0.43,0.195124457,62.27792703,44.83974415,71.15679223,14.99576555,0.988493151,0.635845126
SYN_SUP_07671,SYN_COM_07671,Synthetic Supplier 7671,Synthetic Commodity 7671,Japan,Asia-Pacific,3,Chemicals,64.23674412,63.64960194,35.81510182,63.97905335,0.2415,963.17,0.58,0.25,2,0,37,15732,0.928331881,0.036,73.24807094,0.2,43.75397815,0.66,57.2,4,640,High,1.54E-05,0.894911933,0.002351894,0.415,0.437003818,29.88797289,65.20871314,61.10755091,27.64600311,1.2075,0.309779829
SYN_SUP_07672,SYN_COM_07672,Synthetic Supplier 7672,Synthetic Commodity 7672,Brazil,South America,2,Chemicals,58.2384263,66.60971597,58.4375563,44.56916953,0.725,1023.88,0.61,0.64,2,0,16,31501,0.931772614,0.032,63.07103888,1.21,88.04635513,0.85,72.47,2,6369,Moderate,2.30E-05,0.901955891,0.00050792,0.625,0.379248634,59.22488413,61.60972245,76.21877815,14.99576555,0.599173554,0.682276225
SYN_SUP_07673,SYN_COM_07673,Synthetic Supplier 7673,Synthetic Commodity 7673,India,Asia-Pacific,3,Agriculture,65.82117588,74.9925463,76.17666822,86.2320742,0.7295,830.37,0.79,0.65,0,1,18,12303,0.899603123,0.012,74.24458256,0.54,67.32898364,0.65,64.82,1,2540,Low,5.93E-05,0.888807885,0.001463058,0.72,0,63.30008844,39.49270553,81.08833411,9.261089909,1.350925926,0.603525741
SYN_SUP_07674,SYN_COM_07674,Synthetic Supplier 7674,Synthetic Commodity 7674,indonesia,Asia-Pacific,1,Chemicals,62.4879439,61.80116818,43.55746228,44.79449013,0.4872,967.51,0.75,0.31,2,0,10,26911,0.862926151,0.05,54.64198487,1.25,66.23044175,0.61,68.17,3,10957,Moderate,1.81E-05,0.819779844,0.000371595,0.53,0.298629319,52.39255297,64.159433,63.97873114,57.12350272,0.38976,0.587472231
SYN_SUP_07675,SYN_COM_07675,Synthetic Supplier 7675,Synthetic Commodity 7675,Brazil,South America,2,Chemicals,62.1909145,65.39542216,57.141234,80.71620908,0.6701,1337.35,0.78,0.49,0,1,37,11102,0.874055158,0.021,86.92295791,1.07,90.67618408,0.82,79.3,1,9511,Moderate,6.04E-05,0.8557,0.003332733,0.635,0,71.03567992,37.3145487,74.970617,14.99576555,0.626261682,0.74285444
SYN_SUP_07676,SYN_COM_07676,Synthetic Supplier 7676,Synthetic Commodity 7676,Indonesia,Asia-Pacific,2,Food & Beverage,51.40961485,67.19718478,49.58831067,85.67929876,0.501,1037.52,0.72,0.63,2,0,8,37799,0.801581903,0.018,38.21462263,1.23,87.10265386,0.24,51.98,1,978,Moderate,1.33E-05,0.787153429,0.000211646,0.675,0.200538475,56.31496813,57.51243558,59.59415533,35.15983525,0.407317073,0.482548286
SYN_SUP_07677,SYN_COM_07677,Synthetic Supplier 7677,Synthetic Commodity 7677,Japan,Asia-Pacific,3,Agriculture,69.29294853,71.06047012,69.79685851,76.74664177,0.3044,706.41,0.63,0.6,0,1,44,13421,0.872881729,0.057,68.45929039,0.97,97.11262357,0.2,73.8,2,10214,Moderate,2.27E-05,0.823127471,0.003278444,0.615,0,57.90746802,41.57576912,68.89842925,27.64600311,0.313814433,0.423425636
SYN_SUP_07678,SYN_COM_07678,Synthetic Supplier 7678,Synthetic Commodity 7678,Malaysia,Asia-Pacific,2,Electronics,52.45064615,53.86359441,79.72768582,39.16606133,0.96,1083.91,0.62,0.42,0,1,19,14923,0.873793858,0.031,56.18984264,1.51,70.06652578,0.79,62.87,2,10095,Low,6.43E-05,0.846706249,0.001273202,0.52,0,88.29227385,31.47038769,85.66384291,19.51874501,0.635761589,0.880408856
SYN_SUP_07679,SYN_COM_07679,Synthetic Supplier 7679,Synthetic Commodity 7679,India,Asia-Pacific,3,Electronics,61.33549511,84.93927909,80.61626528,80.26433325,0.5594,727.67,0.72,0.46,3,1,14,13281,0.8091342,0.052,85.13144267,0.29,99.7699969,0.53,55.09,1,1486,Low,4.21E-05,0.767059221,0.001054137,0.59,0.653008581,31.86757671,76.80129706,80.90813264,9.261089909,1.928965517,0.470518074
SYN_SUP_07680,SYN_COM_07680,Synthetic Supplier 7680,Synthetic Commodity 7680,Malaysia,Asia-Pacific,3,Metals,66.01367129,96.36425381,86.60910411,74.11297922,0.7378,1158.77,0.53,0.56,0,0,44,41820,0.863007745,0.023,55.69605575,0.68,88.4872554,0.2,59.7,0,1248,Low,1.76E-05,0.843158567,0.001052128,0.545,0,65.54021505,39.60820277,77.30455206,19.51874501,1.085,0.648933099
SYN_SUP_07681,SYN_COM_07681,Synthetic Supplier 7681,Synthetic Commodity 7681,Brazil,South America,1,Food & Beverage,69.85282816,78.99141149,64.99053905,33.68041652,0.1713,1033.44,0.72,0.57,1,0,45,33610,0.863397995,0.035,78.43092896,0.22,75.98423528,0.66,44.86,1,6157,Moderate,5.10E-06,0.833179065,0.001338887,0.645,0.21782336,34.80067681,55.24503023,75.69526953,14.99576555,0.778636364,0.349043753
SYN_SUP_07682,SYN_COM_07682,Synthetic Supplier 7682,Synthetic Commodity 7682,Brazil,South America,2,Agriculture,58.24158181,68.94589236,47.12134974,56.46511019,0.4182,574.51,0.28,0.37,2,0,42,7474,0.884904268,0.011,73.25109608,0.27,80.75624359,0.59,49.69,1,7239,Moderate,5.60E-05,0.875170321,0.005619481,0.325,0.427381235,37.4537797,61.61161575,65.36067487,14.99576555,1.548888889,0.431604083
SYN_SUP_07683,SYN_COM_07683,Synthetic Supplier 7683,Synthetic Commodity 7683,Brazil,South America,2,Metals,54.17809453,57.41156023,67.28930866,47.32835698,0.4509,1029.31,0.54,0.71,1,0,15,6414,0.956336281,0.037,71.2629695,0.2,80.99107886,0.77,77.25,0,8247,Moderate,7.03E-05,0.920951838,0.002338634,0.625,0.218765876,46.97683358,45.84019005,79.04465433,14.99576555,2.2545,0.542330046
SYN_SUP_07684,SYN_COM_07684,Synthetic Supplier 7684,Synthetic Commodity 7684,Japan,Asia-Pacific,2,Chemicals,71.24250413,92.1796019,96.39039867,74.40580595,0.6786,1038.36,0.54,0.42,2,1,45,13736,0.849272364,0.042,75.23321717,1.09,85.75523522,0.68,77.78,1,11337,Low,4.94E-05,0.813602924,0.003276063,0.48,0.408066437,51.71345689,69.41216914,91.79519934,27.64600311,0.622568807,0.719304237
SYN_SUP_07685,SYN_COM_07685,Synthetic Supplier 7685,Synthetic Commodity 7685,Japan,Asia-Pacific,2,Agriculture,39.31580885,35.54858462,72.30366657,71.97018784,0.1265,1389.72,0.62,0.6,2,0,20,12748,0.909714514,0.031,88.51639069,1.05,70.42650773,0.21,73.72,1,10005,High,9.92E-06,0.881513364,0.001568874,0.61,0.520189209,48.48530024,50.25615198,70.35183329,27.64600311,0.12047619,0.431929924
SYN_SUP_07686,SYN_COM_07686,Synthetic Supplier 7686,Synthetic Commodity 7686,Brazil,South America,2,Agriculture,65.69332605,85.56439622,62.22065132,61.21192641,0.5827,1035.43,0.78,0.41,2,1,39,942,0.902701804,0.011,70.42156628,0.46,99.20470403,0.29,77.92,1,8217,Moderate,0.000618577,0.892772084,0.041401274,0.595,0.419136057,41.80816922,66.0826623,66.91032566,14.99576555,1.26673913,0.622089088
SYN_SUP_07687,SYN_COM_07687,Synthetic Supplier 7687,Synthetic Commodity 7687,India,Asia-Pacific,3,Metals,75.58875477,67.82122275,100,81.44442055,0.9295,1023.59,0.25,0.39,1,0,19,28156,0.891497338,0.038,66.61790006,0.28,97.33586265,0.65,79.61,1,3493,Low,3.30E-05,0.857620439,0.000674812,0.32,0.190442909,52.6481025,58.68658619,93,9.261089909,3.319642857,0.76881974
SYN_SUP_07688,SYN_COM_07688,Synthetic Supplier 7688,Synthetic Commodity 7688,USA,Asia-Pacific,2,Metals,57.66342607,47.10581451,40.48867538,50.05970668,0.7199,1236.81,0.65,0.66,0,1,32,33726,0.880353993,0.036,93.43919443,0.51,98.80214387,0.42,57.62,0,11194,Moderate,2.13E-05,0.848661249,0.000948823,0.655,0,65.46530088,34.59805564,58.64433769,18.12650979,1.411568627,0.776520764
SYN_SUP_07689,SYN_COM_07689,Synthetic Supplier 7689,Synthetic Commodity 7689,Japan,Asia-Pacific,2,Agriculture,49.29262116,48.41109208,51.32702547,42.21664494,0.3918,698.83,0.67,0.38,3,0,21,27138,0.895092892,0.024,66.99346776,1.23,96.98325348,0.8,93.03,3,10434,High,1.44E-05,0.873610662,0.000773823,0.525,0.585262077,45.99258259,69.5755727,71.66351274,27.64600311,0.318536585,0.477320086
SYN_SUP_07690,SYN_COM_07690,Synthetic Supplier 7690,Synthetic Commodity 7690,USA,Asia-Pacific,3,Electronics,71.42307784,57.18037975,81.6617419,83.27109756,0.7606,913.32,0.58,0.42,2,1,34,23904,0.943289646,0.033,74.18321961,0.93,73.19241243,0.61,69.65,2,1300,Moderate,3.18E-05,0.912161087,0.001422356,0.5,0.451113642,51.30025609,69.52051337,83.03087095,18.12650979,0.817849462,0.620926815
SYN_SUP_07691,SYN_COM_07691,Synthetic Supplier 7691,Synthetic Commodity 7691,Brazil,South America,1,Chemicals,64.39200147,77.34400637,75.38489437,61.88764116,0.6942,763.39,0.23,0.43,2,0,12,20033,0.890772791,0.036,76.19074162,1.01,58.43159763,0.44,85.36,0,7692,Low,3.47E-05,0.858704971,0.000599012,0.33,0.436169124,53.30113282,65.30186755,76.49244719,14.99576555,0.687326733,0.635472249
SYN_SUP_07692,SYN_COM_07692,Synthetic Supplier 7692,Synthetic Commodity 7692,Brazil,South America,1,Electronics,55.78137995,69.04014734,54.23661556,86.8190774,0.0525,664.31,0.57,0.28,2,1,34,18849,0.83567207,0.025,79.80177879,0.28,65.57394378,0.58,42.35,3,671,Moderate,2.79E-06,0.814780268,0.001803809,0.425,0.433472765,29.32235035,60.13549464,68.71830778,14.99576555,0.1875,0.145216898
SYN_SUP_07693,SYN_COM_07693,Synthetic Supplier 7693,Synthetic Commodity 7693,Brazil,South America,2,Agriculture,69.64407654,66.06754716,73.83951099,34.86976305,0.2868,1271.53,0.68,0.42,0,1,35,27637,0.863494646,0.04,97.37341352,0.67,89.19350538,0.48,63.53,0,4039,Moderate,1.04E-05,0.82895486,0.001266418,0.55,0,52.84457321,41.78644593,76.5197555,14.99576555,0.428059701,0.432823072
SYN_SUP_07694,SYN_COM_07694,Synthetic Supplier 7694,Synthetic Commodity 7694,Indonesia,Asia-Pacific,2,Electronics,80.31985235,75.42284019,76.38971183,73.83733546,0.4379,337.92,0.59,0.63,3,1,31,27484,0.941021482,0.019,67.68077602,1.24,73.47567235,0.46,75.6,0,3424,Low,1.59E-05,0.923142073,0.001127929,0.61,0.624789719,36.43555168,88.19191141,77.39485592,35.15983525,0.353145161,0.354718238
SYN_SUP_07695,SYN_COM_07695,Synthetic Supplier 7695,Synthetic Commodity 7695,Japan,Asia-Pacific,2,Food & Beverage,71.51130757,45.16372873,89.50614764,57.08124016,0.3857,1245.47,0.56,0.49,3,0,12,42644,0.940809969,0.048,77.51938739,1.1,72.26530095,0.16,56.65,3,9766,Moderate,9.04E-06,0.89565109,0.000281399,0.525,0.694303238,36.11354235,82.90678454,77.95307382,27.64600311,0.350636364,0.559566892
SYN_SUP_07696,SYN_COM_07696,Synthetic Supplier 7696,Synthetic Commodity 7696,China,Asia-Pacific,2,Chemicals,54.77387921,57.65193313,49.5104123,54.92620856,0.4248,598.16,0.55,0.55,0,1,39,11143,0.829513832,0.027,67.83753115,0.6,74.14531228,0.38,49.35,2,3432,Moderate,3.81E-05,0.807116958,0.003499955,0.55,0,60.44914228,32.86432752,62.35520615,25.09000292,0.708,0.391849
SYN_SUP_07697,SYN_COM_07697,Synthetic Supplier 7697,Synthetic Commodity 7697,China,North America,2,Electronics,80.94066825,56.30148733,66.84470052,79.13633314,0.7763,525.55,0.78,0.69,3,0,7,2220,0.944927364,0.036,99.759728,1.12,43.97682696,0.8,54.44,0,5105,Moderate,0.000349685,0.910909979,0.003153153,0.735,0.908721317,42.87826611,88.56440095,79.42235026,15.82891301,0.693125,0.61122759
SYN_SUP_07698,SYN_COM_07698,Synthetic Supplier 7698,Synthetic Commodity 7698,Brazil,South America,1,Chemicals,66.30477807,69.06428999,76.49161727,74.57883236,0.2203,534.81,0.62,0.05,2,1,35,32806,0.864356079,0.028,52.46016523,1.28,99.02517327,0.49,56.96,0,3598,High,6.72E-06,0.840154109,0.001066878,0.335,0.293830823,44.83416101,66.44953351,78.04580864,14.99576555,0.172109375,0.260305417
SYN_SUP_07699,SYN_COM_07699,Synthetic Supplier 7699,Synthetic Commodity 7699,Indonesia,South America,2,Chemicals,68.78602288,39.51486668,70.32545507,74.49105274,0.4854,1051.44,0.58,0.46,2,1,39,24191,0.830087184,0.019,92.4300499,1.38,47.38471606,0.46,72.59,0,5618,Moderate,2.01E-05,0.814315527,0.00161217,0.52,0.501781499,52.09322533,67.93828039,74.36272753,31.9331177,0.35173913,0.533841855
SYN_SUP_07700,SYN_COM_07700,Synthetic Supplier 7700,Synthetic Commodity 7700,Japan,Asia-Pacific,3,Electronics,51.47790887,61.45974573,64.57424194,55.90866705,0.3398,1424.35,0.46,0.19,0,1,46,10289,0.874890103,0.029,98.47040509,1.25,60.41486609,0.81,62.58,1,6358,Moderate,3.30E-05,0.84951829,0.004470794,0.325,0,69.2277319,30.88674532,78.48712097,27.64600311,0.27184,0.520097551
SYN_SUP_07701,SYN_COM_07701,Synthetic Supplier 7701,Synthetic Commodity 7701,Indonesia,Asia-Pacific,1,Metals,56.51963821,74.95777237,77.49563747,63.29987491,0.5861,1140.06,0.66,0.49,0,1,26,44595,0.868383036,0.026,70.29894112,1.5,55.87206112,0.64,76.12,0,3108,Moderate,1.31E-05,0.845805077,0.000583025,0.575,0,77.37062663,33.91178293,81.54781873,35.15983525,0.390733333,0.57803689
SYN_SUP_07702,SYN_COM_07702,Synthetic Supplier 7702,Synthetic Commodity 7702,Indonesia,Asia-Pacific,2,Agriculture,56.4820386,63.96937952,63.97500804,71.84557537,0.8708,725.77,0.4,0.87,3,1,28,8213,0.894588511,0.053,52.70419195,0.85,79.27807318,0.81,82,1,609,Moderate,0.000106027,0.84717532,0.003409229,0.635,0.446496907,49.75128649,73.88922316,78.18750402,35.15983525,1.024470588,0.646020121
SYN_SUP_07703,SYN_COM_07703,Synthetic Supplier 7703,Synthetic Commodity 7703,Indonesia,Asia-Pacific,3,Food & Beverage,69.92471839,88.32523664,43.54583195,72.97292664,0.7951,1405.29,0.61,0.4,2,0,40,13047,0.939057757,0.04,76.90761767,0.47,58.47784583,0.12,85.18,0,7541,Moderate,6.09E-05,0.901495447,0.003065839,0.505,0.462212448,45.7871819,68.6214977,54.17291598,35.15983525,1.691702128,0.804841637
