Supplier_ID,Supplier_Name,Country,Industry_Sector,ESG_Score,Carbon_Emission_tCO2e,Waste_Management_Score,Water_Usage_m3,Energy_Consumption_MWh,Compliance_Status,Certifications,Lead_Time_Days,Production_Capacity_Units,On_Time_Delivery_Rate,Defect_Rate_Percent,Financial_Stability_Index,Sustainability_Report_Submitted,GHG_Reduction_Target_Percent,Renewable_Energy_Use_Percent,Employee_Training_Hours,Supplier_Tier
S03248,Supplier_3248,Malaysia,Textiles,45.03,4431.97,67.35,34963.42,5603.84,Non-Compliant,ISO 45001,25.01,24930.24,100.39,0.37,0.66,No,7.2,58.16,180.08,Tier 3
S03249,Supplier_3249,Indonesia,Metals,56.39,1896.01,57.89,74145.31,6605.35,Partially Compliant,ISO 45001,45.95,101030.38,74.21,4.87,0.3,Yes,45.81,12.07,131.13,Tier 2
S03250,Supplier_3250,China,Chemicals,58.46,4281.18,79.57,28428.17,1921.78,Non-Compliant,ISO 9001,46.9,471726.66,79.46,2.11,0.8,,42.17,62.49,37.34,Tier 1
S03251,Supplier_3251,Vietnam,Automotive,57.82,2048.32,84.26,36123.6,4701.27,Non-Compliant,ISO 9001,44.43,183825.77,72.96,0.81,0.95,Yes,43.17,78.23,106.57,Tier 2
S03252,Supplier_3252,India,Metals,73.13,2113.22,67.38,28352.84,7206.14,Compliant,ISO 14001,88.04,478589.2,79.72,3.82,0.97,No,41.94,17.66,103.08,Tier 3
S03253,Supplier_3253,Malaysia,,52.45,4023.83,45.73,40560.21,2555.08,,ISO 14001,30.0,298132.54,85.26,1.16,0.29,No,33.49,1.41,95.05,Tier 3
S03254,Supplier_3254,China,FMCG,71.48,2621.63,54.44,47173.18,4896.27,Compliant,ISO 9001,78.18,402864.87,89.92,3.78,1.03,No,3.79,73.93,58.34,Tier 3
S03255,Supplier_3255,Indonesia,Metals,49.83,1790.54,67.77,92063.65,6560.38,Partially Compliant,ISO 14001,32.38,289516.13,81.62,0.24,0.36,No,31.74,21.0,118.46,Tier 1
S03256,Supplier_3256,Malaysia,Automotive,87.86,235.61,44.28,28830.85,6408.48,Partially Compliant,None,24.2,71027.81,87.4,1.46,0.72,Yes,45.01,42.79,90.34,Tier 3
S03257,Supplier_3257,Vietnam,Automotive,74.32,1514.1,51.69,17183.74,8390.0,Non-Compliant,ISO 14001,52.23,479406.63,88.86,4.29,0.56,No,10.5,44.16,182.94,Tier 1
S03258,Supplier_3258,India,FMCG,88.4,812.47,98.4,46149.07,5870.47,Non-Compliant,ISO 9001,90.39,487459.49,97.82,1.84,0.5,No,48.63,0.52,95.24,Tier 1
S03259,Supplier_3259,China,Automotive,69.26,3417.43,94.79,86292.54,2965.03,Compliant,ISO 45001,80.66,490218.4,95.58,3.8,0.69,No,24.01,21.02,17.28,Tier 3
S03260,Supplier_3260,China,Plastics,76.49,4466.13,42.6,75488.94,5299.54,Partially Compliant,ISO 14001,54.26,98820.31,82.91,0.65,0.67,Yes,22.04,22.71,125.94,Tier 1
S03261,Supplier_3261,China,FMCG,51.2,237.48,85.68,75328.67,1004.74,,ISO 9001,39.78,125720.26,77.57,0.8,0.78,,4.05,94.82,56.84,Tier 3
S03262,Supplier_3262,Singapore,FMCG,86.36,2909.82,96.71,47618.38,363.98,Compliant,ISO 14001,84.02,196706.32,95.62,1.66,0.78,No,36.21,54.6,43.31,Tier 2
S03263,Supplier_3263,India,Electronics,71.43,707.06,47.87,71788.23,9213.13,Partially Compliant,None,47.69,170029.1,80.94,0.58,0.64,Yes,26.42,57.16,49.25,Tier 1
S03264,Supplier_3264,,,65.31,4753.64,37.62,2242.84,5926.51,Partially Compliant,,89.93,30969.22,78.69,1.99,0.75,,34.59,13.11,49.83,Tier 2
S03265,Supplier_3265,Singapore,FMCG,48.09,832.55,87.28,77937.6,5101.11,Partially Compliant,ISO 45001,74.71,154440.95,88.76,2.84,0.38,Yes,14.54,35.34,47.44,Tier 2
S03266,Supplier_3266,Thailand,,82.32,310.74,64.14,28583.27,499.57,Non-Compliant,ISO 45001,73.68,453386.07,82.46,0.71,0.31,,41.24,14.21,181.75,Tier 1
S03267,Supplier_3267,India,Metals,55.45,3900.01,33.85,6136.53,2919.17,Non-Compliant,ISO 14001,42.63,359565.37,77.08,0.89,0.8,No,13.46,74.13,41.8,Tier 3
S03268,Supplier_3268,China,Automotive,63.52,2442.2,67.17,20260.8,4291.63,Partially Compliant,None,5.13,260061.52,88.7,4.5,0.66,Yes,48.97,85.85,47.26,Tier 3
S03269,Supplier_3269,India,Metals,73.98,2053.75,66.91,83122.66,2103.61,Compliant,ISO 9001,87.42,471475.02,90.54,3.14,0.9,No,32.31,24.26,2.7,Tier 3
S03270,Supplier_3270,Thailand,Chemicals,76.04,1203.02,36.42,37959.61,9550.0,Non-Compliant,ISO 14001,80.65,36645.12,93.67,2.57,0.96,,40.88,57.3,73.12,Tier 1
S03271,Supplier_3271,Malaysia,Electronics,41.24,3847.27,42.24,9671.63,6309.63,Partially Compliant,ISO 14001,44.57,249551.22,87.92,2.75,0.69,No,18.76,34.21,153.94,Tier 1
S03272,Supplier_3272,,Plastics,82.1,4518.66,80.17,47788.59,6494.1,Partially Compliant,ISO 14001,64.33,474228.82,95.98,2.22,0.31,No,48.7,55.54,112.92,Tier 2
S03273,Supplier_3273,Indonesia,Metals,75.96,2612.99,32.77,94652.24,6760.01,Compliant,None,65.73,136581.3,83.24,2.04,0.45,No,9.04,1.22,120.43,Tier 3
S03274,Supplier_3274,Malaysia,FMCG,90.34,4771.12,92.15,65483.32,8360.45,Partially Compliant,None,26.45,407135.96,70.91,0.67,0.47,Yes,5.24,45.94,80.09,Tier 3
S03275,Supplier_3275,Malaysia,Metals,64.27,4020.92,44.57,50328.88,5190.05,Partially Compliant,ISO 14001,67.94,52244.23,93.22,0.5,0.46,No,39.38,35.89,187.6,Tier 2
S03276,Supplier_3276,Singapore,Plastics,48.22,3953.37,80.99,71624.09,10193.29,Compliant,ISO 9001,38.94,49191.89,83.22,5.1,0.63,Yes,4.18,0.86,130.56,Tier 3
S03277,Supplier_3277,India,FMCG,50.81,204.93,65.7,2867.81,3272.89,Non-Compliant,ISO 14001,5.43,102176.7,99.83,3.21,0.87,No,40.9,67.22,67.81,Tier 3
S03278,Supplier_3278,Vietnam,Metals,90.56,3377.95,47.94,26184.63,4590.01,Non-Compliant,ISO 14001,60.49,52366.62,95.31,1.22,0.88,No,13.03,52.57,21.95,Tier 3
S03279,Supplier_3279,Vietnam,Automotive,75.44,4455.76,93.37,23053.33,399.52,Partially Compliant,None,61.83,340823.29,75.94,2.91,0.9,Yes,47.22,9.08,93.92,Tier 1
S03280,Supplier_3280,India,,85.94,210.09,40.48,97431.78,4461.59,Non-Compliant,ISO 45001,65.54,64823.48,79.29,4.22,0.83,Yes,34.61,80.38,109.92,Tier 2
S03281,Supplier_3281,Thailand,Metals,41.07,1034.46,46.31,91063.15,1864.06,,ISO 9001,79.47,290076.75,91.81,4.8,0.91,Yes,10.89,79.2,124.02,Tier 2
S03282,Supplier_3282,China,Metals,81.16,3279.03,56.88,3629.46,6958.93,Compliant,ISO 45001,21.36,195860.45,73.56,3.77,0.42,Yes,9.21,81.73,75.95,Tier 3
S03283,Supplier_3283,China,FMCG,93.32,2406.91,37.08,88380.77,2144.11,,ISO 9001,68.15,91553.34,79.91,4.76,0.86,No,10.64,60.73,162.11,Tier 2
S03284,Supplier_3284,Thailand,Metals,69.56,3902.89,32.29,56119.43,8968.36,Compliant,ISO 9001,8.75,400772.42,89.87,1.89,0.35,No,25.86,9.2,139.86,Tier 2
S03285,Supplier_3285,Vietnam,Chemicals,92.9,2606.02,96.65,2916.51,5105.42,Compliant,ISO 45001,75.47,173680.29,94.69,1.64,0.88,No,49.32,58.12,120.17,Tier 3
S03286,Supplier_3286,Singapore,Electronics,56.02,262.5,61.12,69006.13,7977.88,Partially Compliant,ISO 9001,48.4,337430.35,90.17,2.48,0.73,Yes,33.22,52.25,129.87,Tier 3
S03287,Supplier_3287,India,Plastics,91.46,3775.07,85.63,23394.07,3736.42,Partially Compliant,ISO 45001,70.45,319596.28,92.59,3.87,0.68,Yes,41.02,41.87,164.47,Tier 2
S03288,Supplier_3288,Singapore,,48.02,4750.43,40.96,65864.57,7128.27,Compliant,None,48.44,149233.1,100.9,1.57,0.49,No,48.48,7.68,53.62,Tier 1
S03289,Supplier_3289,Indonesia,Metals,83.01,4498.65,51.32,93894.33,8757.1,Partially Compliant,ISO 45001,21.89,321932.33,86.17,4.53,0.47,No,46.48,89.61,137.85,Tier 3
S03290,Supplier_3290,India,Chemicals,42.67,3822.67,61.04,20788.83,8218.5,Partially Compliant,ISO 9001,50.66,116147.29,83.11,0.44,1.0,Yes,23.86,23.49,174.26,Tier 2
S03291,Supplier_3291,Singapore,Plastics,78.76,N/A,48.07,46948.52,3777.78,Compliant,,43.96,69819.98,89.58,4.54,0.46,No,43.0,20.96,84.8,Tier 2
S03292,Supplier_3292,China,FMCG,79.1,1363.74,96.37,96723.95,7877.81,Partially Compliant,ISO 14001,58.2,131248.43,86.57,1.75,0.9,No,29.86,77.38,150.23,
S03293,Supplier_3293,China,Electronics,62.7,4250.81,86.46,38393.17,2504.76,Partially Compliant,None,28.62,445052.83,98.52,1.58,0.75,No,45.82,5.77,54.45,Tier 3
S03294,Supplier_3294,Malaysia,FMCG,47.84,3615.1,93.69,90490.36,3358.05,Non-Compliant,ISO 9001,58.11,6084.48,76.13,4.54,0.74,,27.5,92.15,182.39,Tier 2
S03295,Supplier_3295,China,FMCG,41.81,4339.12,95.4,81032.08,7841.07,Partially Compliant,None,24.45,369014.33,94.56,2.43,0.93,No,28.08,50.84,186.42,Tier 1
S03296,Supplier_3296,Indonesia,Plastics,62.75,4340.27,59.94,58049.8,221.61,Non-Compliant,None,35.23,428254.04,85.3,0.1,0.42,Yes,40.79,3.83,7.86,Tier 3
S03297,Supplier_3297,China,Plastics,75.44,3795.74,58.82,68135.93,5011.63,Partially Compliant,None,71.78,241505.27,83.12,2.26,0.46,Yes,51.57,99.86,173.7,Tier 3
S03298,Supplier_3298,China,Metals,72.47,137.71,95.68,48409.85,1563.73,Partially Compliant,None,76.31,289807.65,87.79,5.05,0.3,No,36.28,53.48,94.32,Tier 1
S03299,Supplier_3299,Thailand,,50.55,2490.28,72.98,17448.64,824.63,Partially Compliant,ISO 9001,48.43,7948.77,97.21,2.01,0.99,No,8.2,82.62,102.96,Tier 3
S03300,Supplier_3300,Malaysia,Electronics,77.34,4536.48,88.08,59509.75,951.86,Non-Compliant,ISO 14001,65.76,63730.01,92.38,4.98,0.59,No,4.64,66.42,139.87,Tier 3
S03301,Supplier_3301,China,FMCG,N/A,4672.19,97.81,84979.46,7041.17,Partially Compliant,ISO 14001,17.95,346934.75,88.95,1.86,0.53,Yes,37.25,55.34,101.79,Tier 2
S03302,Supplier_3302,Singapore,FMCG,81.22,4939.86,43.01,77153.64,3971.81,Partially Compliant,ISO 9001,64.06,262482.6,86.75,2.38,0.5,Yes,9.89,81.62,78.66,Tier 3
S03303,Supplier_3303,Malaysia,Metals,52.1,3999.22,82.89,65467.08,6003.77,Partially Compliant,ISO 9001,5.95,12420.13,98.62,4.75,0.53,No,20.84,41.2,138.61,Tier 2
S03304,Supplier_3304,Malaysia,Metals,76.74,2865.9,80.88,26628.48,5673.96,,None,54.99,308959.17,76.58,1.66,0.4,Yes,3.98,77.39,182.2,Tier 2
S03305,Supplier_3305,China,,51.18,1577.6,73.68,49962.37,494.08,,None,31.59,307697.09,90.47,2.86,0.83,No,17.69,61.12,204.65,Tier 1
S03306,Supplier_3306,Indonesia,Metals,59.19,3489.92,36.03,71915.04,1027.47,Compliant,ISO 14001,10.25,233119.3,97.91,1.59,0.97,No,34.78,13.0,29.93,Tier 3
S03307,Supplier_3307,Indonesia,Automotive,50.38,2719.27,78.68,30109.35,6038.85,Compliant,ISO 14001,49.27,44321.18,78.18,0.88,0.44,No,27.28,66.5,36.75,Tier 2
S03308,Supplier_3308,Vietnam,Chemicals,70.32,486.29,76.45,60710.64,6997.92,Partially Compliant,ISO 14001,79.78,332919.63,92.72,4.44,0.68,No,37.8,64.14,132.3,Tier 3
S03309,Supplier_3309,Indonesia,Automotive,49.13,3437.09,102.88,37808.43,6287.19,Compliant,ISO 14001,11.59,137679.81,85.57,2.09,0.73,Yes,23.38,70.06,34.81,Tier 2
S03310,Supplier_3310,India,Metals,44.63,3854.55,75.62,1893.07,202.66,Partially Compliant,ISO 14001,32.12,493929.5,93.91,0.59,0.66,No,17.78,97.38,119.11,Tier 3
S03311,Supplier_3311,Malaysia,Textiles,74.23,4064.88,50.18,7077.08,7272.32,Compliant,ISO 45001,83.82,295943.79,82.1,3.08,0.98,No,26.27,82.15,103.78,Tier 3
S03312,Supplier_3312,Singapore,Plastics,65.82,4013.44,73.03,89131.21,2776.64,Partially Compliant,ISO 14001,82.43,320035.32,76.87,1.39,0.81,No,10.64,89.75,28.31,Tier 1
S03313,Supplier_3313,Malaysia,,67.07,2016.3,59.05,79689.69,8782.82,Compliant,ISO 45001,91.8,407607.73,91.91,3.29,0.93,No,44.49,5.89,25.68,Tier 2
S03314,Supplier_3314,,FMCG,68.61,4482.51,51.48,51713.28,9693.27,Non-Compliant,None,43.14,380982.98,71.59,0.62,0.83,No,17.04,57.62,124.38,Tier 2
S03315,Supplier_3315,Vietnam,Electronics,69.54,213.27,86.43,72421.35,5174.57,Non-Compliant,ISO 45001,57.32,100980.59,94.8,1.84,0.6,No,16.46,86.73,20.74,Tier 3
S03316,Supplier_3316,Singapore,Electronics,48.51,1472.65,36.63,44208.67,4661.46,Compliant,ISO 14001,32.27,279904.62,74.37,0.17,0.89,Yes,50.32,76.12,115.16,Tier 1
S03317,Supplier_3317,India,Automotive,64.2,3240.72,92.99,28600.53,860.41,Partially Compliant,ISO 14001,15.11,274733.57,94.06,0.94,0.86,No,25.74,95.04,121.4,Tier 3
S03318,Supplier_3318,,FMCG,61.85,4928.72,64.54,90777.18,1673.72,Partially Compliant,ISO 45001,80.99,447530.84,76.86,2.29,0.4,Yes,39.72,24.28,83.94,Tier 2
S03319,Supplier_3319,Indonesia,Metals,81.86,3164.05,91.39,36851.5,3115.47,Compliant,ISO 45001,70.94,277178.14,78.4,4.11,0.83,No,31.17,27.5,163.81,Tier 3
S03320,Supplier_3320,Vietnam,FMCG,61.08,1861.53,92.42,80280.31,5235.85,,ISO 9001,5.06,410410.54,82.13,0.38,0.76,Yes,5.93,6.64,131.67,Tier 1
S03321,Supplier_3321,India,FMCG,74.07,2572.29,91.4,60417.03,7641.09,Compliant,ISO 9001,67.6,75068.07,77.23,1.37,0.81,Yes,38.24,94.91,52.11,Tier 1
S03322,Supplier_3322,Vietnam,Electronics,86.44,4991.85,78.57,46210.2,4818.08,Non-Compliant,None,89.68,115760.15,88.7,2.23,0.95,Yes,46.45,32.93,148.56,Tier 3
S03323,Supplier_3323,Thailand,Metals,70.62,618.82,42.32,81519.27,6538.35,Partially Compliant,ISO 14001,35.12,89146.0,95.95,0.78,0.73,No,10.21,74.16,7.74,Tier 3
S03324,Supplier_3324,Vietnam,Textiles,90.79,4317.87,41.4,22825.24,6311.81,Compliant,ISO 14001,57.74,342913.22,95.45,1.84,0.31,Yes,2.95,80.89,124.63,Tier 3
S03325,Supplier_3325,China,Automotive,46.9,1482.74,62.04,64274.76,4490.09,Compliant,ISO 14001,12.21,492767.77,95.31,3.03,0.44,,20.46,96.19,153.82,Tier 2
S03326,Supplier_3326,Malaysia,Electronics,39.68,3384.0,65.6,8555.39,1346.62,Non-Compliant,ISO 45001,60.88,72531.97,98.03,0.21,0.34,No,39.38,2.67,132.4,Tier 2
S03327,Supplier_3327,China,Automotive,64.48,1129.38,86.06,81799.45,3296.2,Non-Compliant,ISO 45001,21.75,249058.95,91.84,0.59,0.76,Yes,38.29,88.84,161.72,Tier 1
S03328,Supplier_3328,Vietnam,Chemicals,88.03,3308.22,N/A,84794.46,9576.91,Non-Compliant,ISO 14001,75.97,8749.53,91.02,4.35,0.7,No,28.63,6.25,193.86,Tier 1
S03329,Supplier_3329,Singapore,Electronics,67.58,3639.33,52.27,74438.77,9273.96,Non-Compliant,ISO 14001,43.81,206885.42,71.54,0.33,0.55,Yes,8.07,11.22,148.79,Tier 3
S03330,Supplier_3330,Singapore,Chemicals,49.39,4322.5,65.8,61243.14,3560.94,Compliant,ISO 45001,35.66,509089.06,79.81,4.53,0.78,No,35.2,7.85,148.01,Tier 3
S03331,Supplier_3331,Vietnam,Electronics,78.61,4773.5,47.28,17900.41,2323.91,Compliant,ISO 9001,67.7,181446.67,87.65,4.01,0.83,No,3.66,67.37,46.98,Tier 1
S03332,Supplier_3332,China,Electronics,89.06,3091.21,84.69,74551.0,561.61,Non-Compliant,ISO 45001,62.61,394584.0,91.41,2.35,0.47,No,17.97,89.28,20.19,Tier 1
S03333,Supplier_3333,Indonesia,Chemicals,50.82,2147.5,48.49,67065.57,5614.6,Non-Compliant,ISO 14001,51.42,335437.49,79.88,2.43,0.94,,11.06,64.46,114.36,Tier 1
S03334,Supplier_3334,Indonesia,Electronics,77.51,4530.33,38.39,4004.05,9060.19,Partially Compliant,ISO 9001,90.59,97517.24,76.62,0.52,0.6,Yes,41.5,8.71,167.13,Tier 1
S03335,Supplier_3335,Malaysia,Plastics,78.31,2441.08,86.86,98528.92,8777.21,Compliant,,60.66,120967.04,87.46,0.11,0.87,No,36.31,46.28,59.85,Tier 1
S03336,Supplier_3336,Singapore,Automotive,70.94,130.86,41.99,21144.3,6741.24,Non-Compliant,None,85.31,397092.47,89.17,0.24,0.69,Yes,11.24,64.74,126.6,Tier 3
S03337,Supplier_3337,Singapore,FMCG,97.32,4911.68,48.28,2720.71,1419.14,Partially Compliant,ISO 45001,10.55,404762.34,82.21,4.88,0.31,Yes,14.6,83.23,9.33,Tier 3
S03338,Supplier_3338,Indonesia,Plastics,73.22,4614.21,81.01,33218.41,3485.88,Non-Compliant,ISO 14001,80.81,156472.38,78.03,0.68,0.67,Yes,33.87,15.42,39.34,Tier 1
S03339,Supplier_3339,China,Plastics,72.83,3276.63,31.34,81935.0,5532.17,Partially Compliant,None,83.91,43752.36,83.01,4.45,0.43,Yes,30.95,36.0,69.54,
S03340,Supplier_3340,China,Textiles,41.15,3885.27,60.54,9198.39,2020.55,Non-Compliant,ISO 9001,64.0,264825.8,71.27,2.48,0.68,,11.61,7.9,155.77,Tier 3
S03341,Supplier_3341,China,Automotive,92.33,573.12,48.3,50605.4,168.15,Compliant,ISO 9001,59.4,263931.46,82.46,4.7,0.66,Yes,12.73,30.41,12.41,Tier 2
S03342,Supplier_3342,Vietnam,Metals,46.34,1496.09,76.89,71141.89,4251.47,Compliant,ISO 45001,64.94,488881.33,80.7,4.46,0.5,Yes,12.36,60.84,188.69,Tier 2
S03343,Supplier_3343,Indonesia,Plastics,53.38,3393.22,44.78,17887.65,9765.48,Compliant,ISO 45001,57.11,20433.64,81.15,1.17,0.37,Yes,48.99,93.69,104.71,Tier 3
S03344,Supplier_3344,Malaysia,Electronics,56.77,4906.85,72.23,95826.27,4214.41,Partially Compliant,ISO 45001,74.09,165497.68,77.49,1.11,0.71,Yes,20.53,1.4,156.83,Tier 2
S03345,Supplier_3345,Singapore,Plastics,69.9,2452.54,51.04,43061.46,3972.28,Compliant,ISO 9001,61.15,192982.06,69.76,4.91,0.86,No,3.73,6.41,182.31,Tier 2
S03346,Supplier_3346,China,Electronics,78.01,2798.24,42.13,23344.77,9664.79,Non-Compliant,ISO 14001,11.28,243464.09,92.23,2.2,0.93,Yes,17.75,70.52,205.11,Tier 3
S03347,Supplier_3347,India,Metals,80.32,4041.32,83.46,70419.82,6743.01,Non-Compliant,None,24.39,394217.16,92.26,3.01,1.03,No,32.47,50.94,83.5,Tier 2
S03348,Supplier_3348,Thailand,,84.4,899.73,47.09,80823.67,6110.25,Non-Compliant,ISO 45001,49.77,77198.0,81.24,1.09,0.56,No,3.88,78.02,3.6,Tier 1
S03349,Supplier_3349,Indonesia,Automotive,77.43,458.99,34.09,91747.48,2063.43,Compliant,ISO 9001,62.3,14958.1,88.82,1.03,0.78,No,3.76,69.48,84.39,Tier 1
S03350,Supplier_3350,India,FMCG,73.46,367.51,33.9,20049.31,2244.07,Partially Compliant,None,62.43,417733.38,101.42,2.75,0.42,No,20.99,67.45,53.01,Tier 1
S03351,Supplier_3351,India,Chemicals,82.98,1288.97,46.39,7236.34,9279.83,Compliant,ISO 9001,72.6,79009.9,66.95,2.96,0.67,No,9.97,23.99,89.95,Tier 2
S03352,Supplier_3352,India,,48.55,3236.52,83.13,33356.04,3185.66,Partially Compliant,ISO 45001,42.19,253836.74,70.24,1.79,0.41,No,37.15,63.18,35.0,Tier 1
S03353,Supplier_3353,China,Textiles,77.25,191.28,65.26,33055.16,3988.57,,ISO 9001,57.64,10880.37,85.74,0.41,0.62,Yes,23.42,67.94,52.44,Tier 1
S03354,Supplier_3354,China,FMCG,94.93,1591.72,60.5,80057.52,3839.07,Partially Compliant,ISO 45001,79.79,407164.59,93.54,1.6,0.44,Yes,23.99,11.77,52.34,Tier 2
S03355,Supplier_3355,Thailand,Metals,73.19,2320.37,44.19,1647.16,6390.23,Partially Compliant,ISO 9001,68.6,327170.68,97.33,0.32,0.63,Yes,18.85,94.22,20.9,Tier 1
S03356,Supplier_3356,China,Chemicals,79.39,3257.21,85.33,87116.66,7288.59,Compliant,ISO 45001,58.97,293819.68,76.53,4.16,0.55,No,39.38,67.61,78.96,Tier 3
S03357,Supplier_3357,India,Plastics,69.92,2629.58,56.8,102115.06,361.74,Non-Compliant,ISO 14001,28.69,106053.46,75.77,0.9,0.56,No,4.76,89.85,80.69,Tier 1
S03358,Supplier_3358,Indonesia,Metals,96.51,1174.99,49.68,85811.57,6205.89,Non-Compliant,ISO 9001,50.15,18303.54,92.41,4.27,0.63,No,10.09,39.43,30.18,Tier 3
S03359,Supplier_3359,Malaysia,Plastics,52.98,789.1,95.11,50419.3,4044.02,Non-Compliant,None,30.1,390383.12,73.05,3.43,0.77,No,45.81,59.23,15.66,Tier 2
S03360,Supplier_3360,India,FMCG,56.04,2198.74,73.51,15872.34,5395.39,,ISO 45001,30.57,195937.26,94.77,2.93,0.92,No,27.91,42.85,192.23,Tier 2
S03361,Supplier_3361,China,FMCG,56.56,4801.62,77.26,34690.28,7529.23,Compliant,,37.26,100622.61,86.75,3.06,0.95,Yes,46.84,4.36,180.65,Tier 1
S03362,Supplier_3362,Thailand,Electronics,76.08,900.25,71.89,89972.45,8489.33,,None,84.04,153836.39,87.85,2.97,1.0,Yes,38.17,29.32,53.49,Tier 2
S03363,Supplier_3363,India,Chemicals,82.99,4084.47,46.62,77437.5,2628.5,Non-Compliant,ISO 9001,28.97,401093.58,86.04,2.26,0.39,No,20.74,19.84,171.56,Tier 3
S03364,Supplier_3364,China,Electronics,39.88,2368.73,60.11,54929.49,5144.51,Compliant,None,23.95,269013.59,98.95,0.49,0.33,,1.81,75.15,106.26,Tier 3
S03365,Supplier_3365,Malaysia,Automotive,83.69,3192.97,87.86,101635.49,6602.2,,None,43.21,100856.88,76.09,3.99,0.74,Yes,20.01,65.78,176.33,Tier 2
S03366,Supplier_3366,China,Textiles,68.59,2951.4,95.37,79055.46,4669.59,Partially Compliant,ISO 45001,17.89,45710.42,87.72,5.09,0.43,Yes,48.16,73.1,70.72,Tier 1
S03367,Supplier_3367,Indonesia,FMCG,54.79,2844.96,64.66,16371.38,4753.77,Partially Compliant,ISO 45001,39.49,373199.95,71.3,1.07,0.51,No,22.14,87.47,184.54,Tier 2
S03368,Supplier_3368,Thailand,Plastics,90.89,3147.72,84.3,23531.06,9048.87,Compliant,None,81.57,319679.05,89.58,1.64,0.73,No,36.29,6.93,71.2,Tier 2
S03369,Supplier_3369,China,Metals,67.83,4917.59,34.21,13473.77,6170.75,Compliant,ISO 14001,37.07,23596.93,97.18,2.26,0.6,No,14.46,63.45,21.35,Tier 2
S03370,Supplier_3370,Malaysia,Metals,86.14,2000.96,N/A,9292.95,4159.46,Partially Compliant,ISO 45001,42.93,380655.59,97.5,2.63,0.71,Yes,47.11,97.53,130.74,Tier 3
S03371,Supplier_3371,Thailand,Chemicals,71.2,3169.4,59.84,13833.37,1736.26,Non-Compliant,ISO 9001,85.97,78017.08,103.39,1.59,0.56,Yes,23.86,42.79,159.75,Tier 1
S03372,Supplier_3372,Malaysia,Chemicals,86.86,2447.97,31.69,34516.18,3946.81,Compliant,None,23.71,484940.14,71.13,3.2,0.79,Yes,38.5,69.29,52.92,Tier 2
S03373,Supplier_3373,Malaysia,Metals,52.13,2616.48,78.62,84711.08,3160.28,Partially Compliant,ISO 14001,16.93,76117.33,81.99,4.7,0.33,No,15.92,36.14,50.79,Tier 2
S03374,Supplier_3374,China,FMCG,82.98,2420.95,45.48,100347.7,1156.19,Compliant,ISO 45001,22.5,392619.98,86.03,1.66,0.6,No,51.4,70.08,54.84,Tier 3
S03375,Supplier_3375,Malaysia,Chemicals,81.05,1472.55,76.69,6166.36,8224.91,Non-Compliant,ISO 14001,38.89,29268.12,90.14,2.5,0.6,No,8.62,42.12,111.85,Tier 3
S03376,Supplier_3376,Thailand,Electronics,85.39,2216.26,38.86,89592.23,7009.72,Partially Compliant,ISO 9001,71.43,370080.93,76.71,2.84,0.77,Yes,23.46,40.78,74.96,Tier 2
S03377,Supplier_3377,China,Metals,50.49,1763.9,53.75,30731.61,5389.82,Partially Compliant,ISO 14001,87.93,225510.27,73.94,2.03,0.39,No,24.53,4.74,176.2,Tier 1
S03378,Supplier_3378,India,Electronics,78.54,3351.4,47.17,80797.3,2640.27,Non-Compliant,None,75.33,504999.88,75.09,3.02,0.58,Yes,40.19,30.79,9.14,Tier 1
S03379,Supplier_3379,Vietnam,Plastics,66.03,3282.83,41.1,91354.09,9499.2,Partially Compliant,ISO 14001,5.57,117719.39,94.51,0.13,0.54,No,1.1,29.87,125.48,Tier 1
S03380,Supplier_3380,Thailand,Textiles,68.6,3781.17,44.63,29633.61,7417.06,Partially Compliant,ISO 9001,49.71,147641.02,78.43,3.61,0.67,Yes,5.46,102.16,17.41,Tier 1
S03381,Supplier_3381,Singapore,Automotive,45.26,2868.19,59.8,81693.12,10288.73,Partially Compliant,ISO 9001,10.21,88035.55,90.56,2.5,0.66,Yes,34.34,43.98,106.27,
S03382,Supplier_3382,Singapore,Automotive,49.88,4532.35,40.88,16554.81,6070.73,Compliant,ISO 9001,62.8,333997.92,102.0,2.61,0.32,No,17.48,79.31,155.86,Tier 1
S03383,Supplier_3383,,Electronics,81.8,1711.49,88.75,19428.56,3598.35,Partially Compliant,ISO 14001,13.44,165919.65,95.14,0.79,0.87,Yes,46.68,37.46,162.98,Tier 1
S03384,Supplier_3384,China,Textiles,67.22,908.9,36.01,86596.77,8505.36,Compliant,None,63.1,300855.9,87.07,1.75,0.59,Yes,18.95,50.22,114.35,Tier 2
S03385,Supplier_3385,,Automotive,82.31,2909.74,92.69,16314.09,5650.45,Compliant,ISO 14001,34.04,73114.11,80.36,2.63,0.55,No,23.96,60.39,78.28,Tier 2
S03386,Supplier_3386,Indonesia,Electronics,90.51,1752.59,90.54,61659.02,8626.13,Non-Compliant,ISO 45001,39.1,290603.79,82.99,3.11,0.69,Yes,11.52,19.61,31.65,Tier 3
S03387,Supplier_3387,Vietnam,Chemicals,77.39,4766.3,55.29,22923.12,1436.01,Partially Compliant,,13.4,339624.31,79.64,2.23,0.37,No,20.98,20.72,140.57,Tier 1
S03388,Supplier_3388,Malaysia,Plastics,69.4,883.96,78.99,72007.44,1375.2,Non-Compliant,None,10.46,318213.18,93.36,2.38,0.49,No,39.87,91.31,52.73,Tier 2
